Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"159,587,038.38",NORTHROP GRUMMAN CORP,"159,587,038.38",451.22,Industrials,"353,679.00",NOC,0.32,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"153,680,049.90",FORD MOTOR CO,"153,680,049.90",14.95,Consumer Discretionary,"10,279,602.00",F,0.3,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"151,874,349.08",FEDEX CORP,"151,874,349.08",249.98,Industrials,"607,546.00",FDX,0.3,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"147,262,534.95",FREEPORT MCMORAN INC,"147,262,534.95",39.35,Materials,"3,742,377.00",FCX,0.29,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"145,098,183.75",FISERV INC,"145,098,183.75",124.05,Financials,"1,169,675.00",FI,0.29,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"142,961,174.40",3M,"142,961,174.40",99.24,Industrials,"1,440,560.00",MMM,0.28,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"138,779,606.80",GENERAL MOTORS,"138,779,606.80",38.20,Consumer Discretionary,"3,632,974.00",GM,0.27,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"137,423,287.16",GENERAL DYNAMICS CORP,"137,423,287.16",214.31,Industrials,"641,236.00",GD,0.27,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"134,523,243.96",MARATHON PETROLEUM CORP,"134,523,243.96",116.34,Energy,"1,156,294.00",MPC,0.27,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"134,508,267.56",NORFOLK SOUTHERN CORP,"134,508,267.56",225.98,Industrials,"595,222.00",NSC,0.27,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"133,404,599.04",EMERSON ELECTRIC,"133,404,599.04",89.22,Industrials,"1,495,232.00",EMR,0.26,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"131,831,350.53",ROPER TECHNOLOGIES INC,"131,831,350.53",476.13,Information Technology,"276,881.00",ROP,0.26,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"131,526,420.48",US BANCORP,"131,526,420.48",32.76,Financials,"4,014,848.00",USB,0.26,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"131,126,217.12",PNC FINANCIAL SERVICES GROUP INC,"131,126,217.12",125.68,Financials,"1,043,334.00",PNC,0.26,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"130,651,322.10",MARVELL TECHNOLOGY INC,"130,651,322.10",58.37,Information Technology,"2,238,330.00",MRVL,0.26,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"129,449,479.25",PARKER-HANNIFIN CORP,"129,449,479.25",386.75,Industrials,"334,711.00",PH,0.26,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"128,389,024.61",SALESFORCE INC,"128,389,024.61",210.43,Information Technology,"610,127.00",CRM,0.25,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"127,630,817.72",HCA HEALTHCARE INC,"127,630,817.72",300.44,Health Care,"424,813.00",HCA,0.25,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"125,643,970.05",PIONEER NATURAL RESOURCE,"125,643,970.05",206.07,Energy,"609,715.00",PXD,0.25,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"121,148,062.20",JOHNSON CONTROLS INTERNATIONAL PLC,"121,148,062.20",67.32,Industrials,"1,799,585.00",JCI,0.24,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"119,566,850.25",SEMPRA,"119,566,850.25",144.89,Utilities,"825,225.00",SRE,0.24,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"117,407,388.00",GENERAL MILLS INC,"117,407,388.00",76.30,Consumer Staples,"1,538,760.00",GIS,0.23,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"115,586,768.64",CROWN CASTLE INC,"115,586,768.64",114.08,Real Estate,"1,013,208.00",CCI,0.23,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"114,099,127.95",PHILLIPS,"114,099,127.95",94.53,Energy,"1,207,015.00",PSX,0.23,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"113,469,994.90",DOMINION ENERGY INC,"113,469,994.90",51.82,Utilities,"2,189,695.00",D,0.22,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"112,383,179.72",ARTHUR J GALLAGHER,"112,383,179.72",214.67,Financials,"523,516.00",AJG,0.22,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"112,338,388.48",AMERICAN ELECTRIC POWER INC,"112,338,388.48",83.26,Utilities,"1,349,248.00",AEP,0.22,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"110,931,681.96",PACCAR INC,"110,931,681.96",82.61,Industrials,"1,342,836.00",PCAR,0.22,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"110,104,328.10",VALERO ENERGY CORP,"110,104,328.10",116.61,Energy,"944,210.00",VLO,0.22,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"109,917,522.00",AMERICAN INTERNATIONAL GROUP INC,"109,917,522.00",57.20,Financials,"1,921,635.00",AIG,0.22,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"108,959,454.72",AFLAC INC,"108,959,454.72",69.12,Financials,"1,576,381.00",AFL,0.22,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"108,484,035.48",CAPITAL ONE FINANCIAL CORP,"108,484,035.48",109.26,Financials,"992,898.00",COF,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"107,990,050.42",CARRIER GLOBAL CORP,"107,990,050.42",49.49,Industrials,"2,182,058.00",CARR,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"107,805,410.60",CORTEVA INC,"107,805,410.60",57.70,Materials,"1,868,378.00",CTVA,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"107,689,185.55",NUCOR CORP,"107,689,185.55",163.33,Materials,"659,335.00",NUE,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"107,563,279.92",MODERNA INC,"107,563,279.92",122.11,Health Care,"880,872.00",MRNA,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"106,933,303.40",OCCIDENTAL PETROLEUM CORP,"106,933,303.40",58.52,Energy,"1,827,295.00",OXY,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"106,453,291.60",BIOGEN INC,"106,453,291.60",282.13,Health Care,"377,320.00",BIIB,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"106,457,607.60",TRUIST FINANCIAL CORP,"106,457,607.60",30.64,Financials,"3,474,465.00",TFC,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"106,012,335.52",ARCHER DANIELS MIDLAND,"106,012,335.52",74.62,Consumer Staples,"1,420,696.00",ADM,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"104,626,218.37",WELLTOWER INC,"104,626,218.37",80.39,Real Estate,"1,301,483.00",WELL,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"104,442,108.12",EXELON CORP,"104,442,108.12",40.11,Utilities,"2,603,892.00",EXC,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"104,255,995.44",REALTY INCOME REIT CORP,"104,255,995.44",60.22,Real Estate,"1,731,252.00",O,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"103,979,590.48",ON SEMICONDUCTOR CORP,"103,979,590.48",92.08,Information Technology,"1,129,231.00",ON,0.21,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"103,763,933.76",WILLIAMS INC,"103,763,933.76",32.53,Energy,"3,189,792.00",WMB,0.2,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"103,250,259.62",TRAVELERS COMPANIES INC,"103,250,259.62",170.99,Financials,"603,838.00",TRV,0.2,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"101,095,658.56",TRANSDIGM GROUP INC,"101,095,658.56",886.12,Industrials,"114,088.00",TDG,0.2,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"99,061,544.88",AMGEN INC,"99,061,544.88",221.16,Health Care,"447,918.00",AMGN,0.2,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"98,689,284.32",DOW INC,"98,689,284.32",53.24,Materials,"1,853,668.00",DOW,0.19,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"98,071,564.36",D R HORTON INC,"98,071,564.36",120.34,Consumer Discretionary,"814,954.00",DHI,0.19,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"96,848,678.35",L3HARRIS TECHNOLOGIES INC,"96,848,678.35",195.49,Industrials,"495,415.00",LHX,0.19,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"96,458,407.32",AMETEK INC,"96,458,407.32",160.14,Industrials,"602,338.00",AME,0.19,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"96,198,711.84",CENTENE CORP,"96,198,711.84",66.99,Health Care,"1,436,016.00",CNC,0.19,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"95,178,807.68",METLIFE INC,"95,178,807.68",56.18,Financials,"1,694,176.00",MET,0.19,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"94,636,814.79",EQUINIX REIT INC,"94,636,814.79",777.03,Real Estate,"121,793.00",EQIX,0.19,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"93,594,874.65",ELECTRONIC ARTS INC,"93,594,874.65",130.45,Communication,"717,477.00",EA,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"93,511,960.16",MCKESSON CORP,"93,511,960.16",420.88,Health Care,"222,182.00",MCK,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"93,030,246.66",LOWES COMPANIES INC,"93,030,246.66",222.82,Consumer Discretionary,"417,513.00",LOW,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"91,474,154.20",BANK OF NEW YORK MELLON CORP,"91,474,154.20",44.20,Financials,"2,069,551.00",BK,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Cash,USD,-,1.0,United States,USD,"91,367,342.07",USD CASH,"91,367,342.07",100.00,Cash and/or Derivatives,"91,367,342.00",USD,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"90,275,868.00",OTIS WORLDWIDE CORP,"90,275,868.00",88.61,Industrials,"1,018,800.00",OTIS,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"89,865,974.00",CUMMINS INC,"89,865,974.00",242.00,Industrials,"371,347.00",CMI,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"89,012,382.05",CONSTELLATION BRANDS INC CLASS A,"89,012,382.05",246.85,Consumer Staples,"360,593.00",STZ,0.18,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"88,446,679.65",XCEL ENERGY INC,"88,446,679.65",61.29,Utilities,"1,443,085.00",XEL,0.17,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"88,355,522.80",KINDER MORGAN INC,"88,355,522.80",17.20,Energy,"5,136,949.00",KMI,0.17,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"87,432,190.00",NEWMONT,"87,432,190.00",41.95,Materials,"2,084,200.00",NEM,0.17,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"85,867,049.38",COGNIZANT TECHNOLOGY SOLUTIONS COR,"85,867,049.38",64.54,Information Technology,"1,330,447.00",CTSH,0.17,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"85,207,661.94",DUPONT DE NEMOURS INC,"85,207,661.94",70.86,Materials,"1,202,479.00",DD,0.17,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"85,182,075.60",DIGITAL REALTY TRUST REIT INC,"85,182,075.60",111.88,Real Estate,"761,370.00",DLR,0.17,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"84,441,733.92",PRUDENTIAL FINANCIAL INC,"84,441,733.92",87.84,Financials,"961,313.00",PRU,0.17,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"83,202,376.32",BAKER HUGHES CLASS A,"83,202,376.32",31.36,Energy,"2,653,137.00",BKR,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"82,626,880.48",CATERPILLAR INC,"82,626,880.48",244.24,Industrials,"338,302.00",CAT,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"82,497,674.82",VICI PPTYS INC,"82,497,674.82",31.38,Real Estate,"2,628,989.00",VICI,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"82,225,952.72",HUMANA INC,"82,225,952.72",443.86,Health Care,"185,252.00",HUM,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"82,049,496.48",FIDELITY NATIONAL INFORMATION SERV,"82,049,496.48",52.92,Financials,"1,550,444.00",FIS,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"81,919,953.60",REPUBLIC SERVICES INC,"81,919,953.60",151.44,Industrials,"540,940.00",RSG,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"81,398,260.19",CONSOLIDATED EDISON INC,"81,398,260.19",89.57,Utilities,"908,767.00",ED,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"81,243,998.00",DEVON ENERGY CORP,"81,243,998.00",48.40,Energy,"1,678,595.00",DVN,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"80,625,340.80",LENNAR A CORP,"80,625,340.80",123.78,Consumer Discretionary,"651,360.00",LEN,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"80,542,827.76",PUBLIC SERVICE ENTERPRISE GROUP IN,"80,542,827.76",61.84,Utilities,"1,302,439.00",PEG,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"80,538,240.12",PG&E CORP,"80,538,240.12",17.07,Utilities,"4,718,116.00",PCG,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"79,881,485.49",TRANE TECHNOLOGIES PLC,"79,881,485.49",189.99,Industrials,"420,451.00",TT,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"79,821,758.90",ZIMMER BIOMET HOLDINGS INC,"79,821,758.90",145.15,Health Care,"549,926.00",ZBH,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"79,815,332.92",FERGUSON PLC,"79,815,332.92",156.14,Industrials,"511,178.00",FERG,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"79,425,941.14",ESTEE LAUDER INC CLASS A,"79,425,941.14",192.53,Consumer Staples,"412,538.00",EL,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"79,157,220.72",KROGER,"79,157,220.72",46.32,Consumer Staples,"1,708,921.00",KR,0.16,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"78,432,888.72",DOLLAR TREE INC,"78,432,888.72",143.61,Consumer Staples,"546,152.00",DLTR,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"78,258,365.10",DISCOVER FINANCIAL SERVICES,"78,258,365.10",117.90,Financials,"663,769.00",DFS,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"77,976,092.22",CONSTELLATION ENERGY CORP,"77,976,092.22",90.87,Utilities,"858,106.00",CEG,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"76,791,755.56",KEURIG DR PEPPER INC,"76,791,755.56",30.76,Consumer Staples,"2,496,481.00",KDP,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"76,266,397.48",SIMON PROPERTY GROUP REIT INC,"76,266,397.48",114.76,Real Estate,"664,573.00",SPG,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"74,935,884.62",ALLSTATE CORP,"74,935,884.62",109.09,Financials,"686,918.00",ALL,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"74,244,572.36",GE HEALTHCARE TECHNOLOGIES INC,"74,244,572.36",78.68,Health Care,"943,627.00",GEHC,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"74,010,508.65",MARTIN MARIETTA MATERIALS INC,"74,010,508.65",457.83,Materials,"161,655.00",MLM,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"73,855,234.31",DELTA AIR LINES INC,"73,855,234.31",46.31,Industrials,"1,594,801.00",DAL,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"73,681,274.54",KRAFT HEINZ,"73,681,274.54",35.02,Consumer Staples,"2,103,977.00",KHC,0.15,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"72,104,883.25",WEC ENERGY GROUP INC,"72,104,883.25",87.25,Utilities,"826,417.00",WEC,0.14,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"71,678,188.78",AMERICAN WATER WORKS INC,"71,678,188.78",140.47,Utilities,"510,274.00",AWK,0.14,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"71,665,312.68",WARNER BROS. DISCOVERY INC SERIES,"71,665,312.68",12.42,Communication,"5,770,154.00",WBD,0.14,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"71,512,143.57",APTIV PLC,"71,512,143.57",100.89,Consumer Discretionary,"708,813.00",APTV,0.14,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"71,359,133.55",KKR AND CO INC,"71,359,133.55",55.95,Financials,"1,275,409.00",KKR,0.14,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"69,136,939.95",CORNING INC,"69,136,939.95",34.71,Information Technology,"1,991,845.00",GLW,0.14,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"68,811,545.64",AVALONBAY COMMUNITIES REIT INC,"68,811,545.64",188.04,Real Estate,"365,941.00",AVB,0.14,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"68,256,851.60",INGERSOLL RAND INC,"68,256,851.60",64.40,Industrials,"1,059,889.00",IR,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"68,104,364.44",FORTIVE CORP,"68,104,364.44",73.54,Industrials,"926,086.00",FTV,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"68,012,428.77",ONEOK INC,"68,012,428.77",61.49,Energy,"1,106,073.00",OKE,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"67,875,865.89",EDISON INTERNATIONAL,"67,875,865.89",68.57,Utilities,"989,877.00",EIX,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"67,133,355.54",ALBEMARLE CORP,"67,133,355.54",218.98,Materials,"306,573.00",ALB,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"66,930,673.92",PPG INDUSTRIES INC,"66,930,673.92",145.37,Materials,"460,416.00",PPG,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"66,438,607.62",GLOBAL PAYMENTS INC,"66,438,607.62",96.97,Financials,"685,146.00",GPN,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"65,143,776.50",CBRE GROUP INC CLASS A,"65,143,776.50",80.30,Real Estate,"811,255.00",CBRE,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"64,217,234.46",T ROWE PRICE GROUP INC,"64,217,234.46",111.18,Financials,"577,597.00",TROW,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"63,923,336.04",STATE STREET CORP,"63,923,336.04",73.14,Financials,"873,986.00",STT,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"63,923,540.34",WEYERHAEUSER REIT,"63,923,540.34",33.33,Real Estate,"1,917,898.00",WY,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"63,901,470.96",EQUITY RESIDENTIAL REIT,"63,901,470.96",65.42,Real Estate,"976,788.00",EQR,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"63,645,714.72",EVERSOURCE ENERGY,"63,645,714.72",69.72,Utilities,"912,876.00",ES,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"63,338,800.35",AMPHENOL CORP CLASS A,"63,338,800.35",83.45,Information Technology,"759,003.00",APH,0.13,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,NASDAQ,1.0,United States,USD,"62,818,164.63",TAKE TWO INTERACTIVE SOFTWARE INC,"62,818,164.63",145.47,Communication,"431,829.00",TTWO,0.12,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"62,394,577.99",HALLIBURTON,"62,394,577.99",33.19,Energy,"1,879,921.00",HAL,0.12,2023-06-29,iShares Russell 1000 Value ETF,iwd
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"62,221,904.16",UNITED RENTALS INC,"62,221,904.16",435.63,Industrials,"142,832.00",URI,0.12,2023-06-29,iShares Russell 1000 Value ETF,iwd
