Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY)
FTAI,FTAI Aviation Ltd.,31.94,2.70096463,0.84,Strong Buy,1187191,37918880.54,3185337615,103.56679637,0.3129,40,Finance,Investment Managers,32.5,27.94,1.0227867,32.5,26.58,18.07763401,100.2359449,32.5,21,47.52886836,32.5,14.29,32.5,3.150956,1014588,1496326.03333333,1412436.28333333,1295960.88888889,53065000,40994000,53065000,40994000,0.88439672,2.70096463,United States,28.54610767,3.30583633,-2.27272727,1.29,0.3,8.421053,30.87367894,1.42151991,434.33512277,437293000,87.95043496,11.9986682,4884830000,-54.52073893,-2.2166,0.22,12.11817727,109.71619511,0.3084,109.17474862,0.305556,31.23358804,30.18096507,29.74984549,27.18404658,-6.80611702,-111.19414556,-62.78356496,68.04606164,66.83530631,25.58033399,30.83408554,28.11032152,75.64826498,222722000,84088000,-1.41971184,353.98984991,166.3385676,30.85316117,2060913000,-85.36178214,-193210000,9.68620574,113.2303898,119.68891647,-15.31321125,7.10337287,21.75187312,25.58734124,169.91169273,43.35373882,,3.25919085,4.39623631,1.47089449,2023-04-26,69.93508839,64.77354164,,,1.95254378,16.70461135,2.31380306,115.24451477,18058100,6.74809765,109.68713118,88.70346745,98538536.772,31.217,30.5835,29.49883333,27.37715,-49.85351948,2441444000,-0.31329659,-48.69295914,-13.02613101,347331000,2101907000.0000005,-3.39288891,-39.46768952,2429715000,2367288000,722324000,99728800,2023-07-26,3.7407288,3.0919888,2.85675812,31.70666667,29.49287714,87.88235294,1.55802862,95.93543774,30.02875,28.9705,22.78895,7.01131026,-155647000,29.00574087,30.78594597,-2.2166
KRYS,"Krystal Biotech, Inc.",123.35,2.23787816,2.7,Buy,171182,21115299.7,3182397634,,-5.2753,210,Health Technology,Biotechnology,131.8,113.645,0.68128556,131.8,82.09,50.0425739,732.90005875,131.8,70.51,69.36701909,131.8,61.11,131.8,8.03,222869.7,309489.46666667,310759.41666667,281934.7,379171000,350387000,161900000,140745000,5.0681431,2.23787816,United States,0.01788931,10.13311096,,0,0,,-77.29826275,-4.57514399,-45.50749783,-127158000,-67.54242648,,1716890000,-75.19622232,-5.491,-1.76,-41.15054883,11.45011309,-5.2753,-20.49015577,-0.764286,120.81845753,119.25814263,116.9694453,100.72588453,-31.82370742,,,-14.67212516,3.6427299,-11.14896298,,,-46.44275912,-4055000,-1100000,-1.01010101,-8.37438424,-27.50230982,51.39853796,-341629000,-101.20022998,-139975000,-41.32347435,9.34253978,-30.45033406,,,,,6.0853478,6.49955923,,,,10.13311096,2023-05-08,65.17721455,60.22652851,,,-23.5578526,-26.0676993,-25.69425982,,0,,,,21173194.5972,120.304,118.317,121.544,94.7663,-10.83275453,531847000,-4.76372101,-13.78352792,11.32851446,355429000,8758000,-1.95902832,-5.76716161,36219000,42281000,0,25799700,2023-08-07,2.82956334,3.25524018,3.38548332,122.70166667,121.60971798,54.26463232,7.00962957,73.68346945,121.5705,109.7416,85.17165,,0,111.2867161,120.05797924,-5.491
EXPI,"eXp World Holdings, Inc.",20.66,7.26895119,1.4,Buy,1092569,22572475.54,3170120551,410.73558648,0.0533,2016,Finance,Financial Conglomerates,21.61,18.11,2.7896574,21.61,11.015,73.0318258,275.29518619,21.61,10.61,72.81472187,21.61,9.96,90,0.02005,959252.5,1905566.83333333,1285191.4,1124948.22222222,159383000,178134000,159383000,178134000,1.87376726,7.26895119,United States,0.00338602,1.79667218,112.5,0.17,0.045,0.8712488,-62.26237624,111.28971963,-85.84375,9752000,-75.95720027,307.0148227,1799320000,-80.81180812,0.0988,0.072055,119.66173362,-83.56890459,0.0503,-90.7195572,0.103333,19.85076081,19.10265604,18.3768987,15.55819154,-14.9848588,4.31659526,3.29814067,168.43293102,-48.78256555,-44.47786671,7.97925518,8.03263418,23.93938473,366899000,73057000,-12.04627813,-12.46884885,9.35035536,46.50894444,-177281000,-80.98744152,15442000,120.17775309,-83.64107183,-90.60124801,0.33582991,0.18055243,0.11761224,-0.01593043,12.74160325,12.58390284,21.97205489,0.72466928,0.70191292,1.79667218,2023-05-02,66.21980813,64.75730181,,,1.7467544,3.22917989,3.21962392,21.92929515,2280833.82936508,-8.86859261,-15.84150481,5.71639144,76775165.026,19.688,19.737,18.46566667,14.36865,-7.76751582,415333000,8.8165017,-17.28740989,-19.23791822,290247000,853000,-1.84119678,-16.12586037,132690000,162246000,4598161000,153442000,2023-08-02,10.17039404,4.96185658,4.84727332,20.04333333,19.74752223,83.64444444,2.07509881,45.2883263,19.6125,16.429,13.531375,-0.0059035,-25229000,17.15471938,19.6817958,0.1022
WIRE,Encore Wire Corporation,180.19,2.25866863,3.98,Buy,113237,20404175.03,3165967845,5.08181557,35.9828,1672,Producer Manufacturing,Electrical Products,189.99,170.21,1.4377483,189.99,138.2,11.51061328,268.11031665,206.74,138.2,26.02461883,206.74,96.96,206.74,1.925955,191575.4,220922.33333333,257524.45,250280.14444444,730557000,697424000,730557000,697424000,-3.08718335,2.25866863,United States,0,10.47910941,0,0.08,0.02,0.04439758,30.2763633,-23.01815711,-27.91737818,881563000,0.45340389,2.80018994,2706900000,40.78687424,36.9146,6.5,-21.45815473,-18.24694585,35.4578,10.13654549,6.485,179.14909632,178.37149712,176.86772479,170.0984857,80.40858966,17.91294608,18.61156186,-47.04861208,11.00367411,33.26072207,36.86497843,36.33732942,28.19661514,1112421000,205085000,-17.45587732,-15.86152855,4.55408967,56.29040624,-697424000,32.58437965,717841000,-22.41262874,-26.03091667,2.11978893,23.78882904,22.86963511,30.32266189,28.89530368,1.79726503,1.74238332,6.01837948,1.12011442,1.16119664,9.13302315,2023-04-25,52.11117306,53.25990056,,,36.96054697,41.48710757,41.48710757,16.38564273,1804757.77511962,-4.81246892,-8.65473978,2.90153441,16651946.2076,179.454,180.523,177.10866667,175.139,31.8970609,1996605000,-1.09608408,20.26118162,,1353618000,0,,,200066000,182701000,3017555000,17570200,2023-07-25,2.87244956,3.35777299,3.72628497,178.71666667,178.79835511,29.66107793,-3.09760688,69.84635687,179.8795,171.821,158.0222,29.53507221,-1548000,174.67843679,179.48961422,37.4676
IRTC,"iRhythm Technologies, Inc.",103.75,3.12096213,3.14,Buy,275715,28605431.25,3161340990,,-3.4752,1793,Health Technology,Medical Specialties,105.89,94.11,1.438906,140.2338,93.54,-19.69814241,22.01575914,140.2338,93.54,4.7979798,164.69,85.74,286.19,22.16,285467.6,465698,368161.08333333,366106.67777778,213144000,176337000,78832000,52804000,-0.54639571,3.12096213,United States,0.59045502,3.09988645,,0,0,,18.93484025,-117.59632334,-182.12390825,-89879000,-25.31754995,,3712380000,-12.35314544,-3.8827,-1.29,-92.68547544,24.51461988,-3.4752,17.51246143,-0.751284,102.25382123,103.49428677,106.06424804,113.54013852,29.51546517,-11.33526882,-11.02705016,-654.53643323,-2.18118176,20.54895521,68.53677471,68.73684529,31.87056053,281632000,75681000,-3.84463898,22.54246345,31.66572372,45.82625122,-45354000,-14.59535719,-116155000,-93.62808199,22.72323105,15.7306085,-28.26699049,-24.33956077,-21.21478338,-24.35909661,13.0624568,14.24730297,,7.310389,7.55316947,2.8997961,2023-05-04,57.42492578,46.93652197,11.34281285,11.84011312,-24.61260227,-44.85124583,-29.69407906,27.28908852,229180.70273285,-1.04868714,20.63045314,26.13349683,29768204.2936,102.32,101.434,104.41966667,117.68125,-3.18489223,421701000,-5.91693402,-1.6365108,11.3217966,253890000,130983000,-0.04197256,-1.33999187,208410000,199867000,410921000,30470800,2023-08-02,5.26210883,3.57820055,3.68817808,103.23666667,101.44853503,9.21052632,-0.49870528,-20.80757194,101.44,114.1961,112.662725,-24.26769679,0,110.02706146,102.00591453,-3.8827
APAM,Artisan Partners Asset Management Inc.,39.48,2.51882628,0.97,Buy,713674,28175849.52,3157268229,14.36890377,2.7636,549,Finance,Investment Managers,40.2,35.915,1.7835774,40.2,31.275,19.92709599,29.01960784,40.2,28.98,13.51351351,40.68,25.665,71.86,17.69,792782.3,1331999.93333333,880726.03333333,803334.58888889,143248000,173132000,143248000,173132000,0.43245993,2.51882628,United States,1.24060536,,-24.74489796,2.95,0.55,5.597771,-41.14199616,7.82110798,-10.37176801,320327000,-40.97900629,10.88941996,2353550000,-42.23046576,2.9433,0.64,-4.71052632,-19.72954999,2.7476,-42.55848473,0.728,39.01286923,37.89421696,37.12801338,34.87089534,-11.32250343,42.42240579,38.43826931,425.98626534,-29.7885732,-13.51673062,,,,,,,,,36.01330558,143700000,-39.70421455,183954000,-6.0954607,-18.21542088,-40.17292914,18.7068123,18.50992615,32.86307155,33.0870463,10.23537738,10.58323035,6.92902254,2.66339635,2.50921199,,2023-05-02,63.19976061,63.45867012,,,13.41241585,71.83200909,34.34361026,-21.15837149,1791171.22040073,7.14413425,-9.4758195,-23.71868987,65980557.11499999,39.06,38.833,36.67966667,33.9494,2.19867273,1330451000,7.76303086,5.82433071,6.72233584,,316832000,-0.9581209,1.40408712,819971000,887859000,983353000,68455000,2023-08-01,2.7258567,2.32930616,2.25208256,39.18666667,38.40987296,31.11922949,0.6372674,5.16782099,38.2285,35.183,32.92165,32.10328482,-248696000,36.07407385,38.72888948,2.9444
PDCO,"Patterson Companies, Inc.",32.3,0.84295973,0.27,Strong Buy,682724,22051985.2,3155968331,15.21503604,2.1376,7600,Distribution Services,Medical Distributors,33.475,27.04,0.8698394,33.475,25.6,21.47423844,39.22413793,33.475,25.15,12.4260355,33.475,23.87,53.85001,1.750018,862214.8,935986.43333333,831665.76666667,844252.47777778,159669000,159669000,159669000,159669000,-2.88634997,0.84295973,United States,0.5619484,1.64294059,0,1.04,0.26,3.2198143,35.98158681,29.52163691,37.74074623,399078000,47.67485319,9.08417986,3119820000,2.86503781,2.1219,0.84,39.31686047,18.46130079,2.1229,2.99839891,0.402107,32.23930824,30.92499336,30.122921,28.39434965,19.6438347,-12.65665874,-12.65665874,78.34903151,69.47660312,19.6438347,21.21534656,21.21534656,6.50522424,1372945000,389761000,13.64553507,11.92342041,6.50522424,64.03039699,468328000,2.13916638,207557000,39.00684233,17.35652337,2.13916638,3.20726153,3.20726153,4.38499995,4.87329697,2.78479485,2.78479485,,0.48797351,0.48820809,0.9103795,2023-06-21,63.19247614,66.41436712,,,7.38535035,19.2252633,12.9330929,-0.42979319,851509.34210526,7.51488272,5.0269348,-0.42979319,87263307.92400001,32.218,32.373,29.35666667,27.6321,5.01584824,2879146000,-2.13613842,5.01584824,6.39797097,1783136000,627997000,-15.13118241,6.39797097,1760611000,1760611000,6471471000,97708000,2023-08-31,1.97492163,2.50287586,1.5482495,32.24333333,31.20527497,14.9057275,-2.29885057,9.8265896,30.661,28.3094,27.75705,4.17464592,-101346000,29.18222342,31.94368024,2.1392
BTU,Peabody Energy Corporation,21.77,-0.32051282,-0.07,Buy,2130058,46371362.66,3150119000.0000005,2.081063,11.6956,5500,Energy Minerals,Coal,22.275,19.34,0.4083027,27.7,17.71,-14.59395842,-51.78294574,31.22,17.71,-19.60856721,32.89,17.71,47.84,0.8,2259025.5,3277581.66666667,3432623.61666667,3364310.31111111,1307300000,892200000,1307300000,892200000,0.50784857,-0.32051282,United States,0.09856966,2.16816713,,0,0,1.3780433,148.73899596,-37.39035088,22.64498312,2175100000,101.86542923,1.22082617,3637140000,156.63411296,8.2513,1.69,-56.97048878,291.44062001,10.461,354.07587464,1.782497,21.6669846,21.15187757,21.1295209,22.77763341,117.68071449,28.55861299,40.0288941,-26.7494824,392.55788313,409.41704036,33.18686952,33.34801529,216.85020101,1812700000,330800000,-41.33711651,26.69475297,134.63493244,59.43014199,-549700000,260.20549847,1297100000,-57.51582278,324.68619247,425.44434051,23.71615313,29.66754171,31.56112118,31.7887912,0.96948677,0.90658735,1.5465132,0.61905213,0.62654364,1.7855494,2023-04-27,61.25479589,57.39370318,,,31.34674274,63.21539183,49.8165789,57.27777938,993109.09090909,-19.68358854,20.35608874,47.98717213,144078079.4,21.72,21.463,20.325,23.352913,13.35407491,5799900000,3.37028588,17.31663902,-69.39224649,1878500000,342500000,-5.28207965,-69.92448191,2316000000,2270200000,5462100000,144700000,2023-07-27,2.23966751,3.02587299,3.22719063,21.855,20.83356462,-15.55469356,0.78703704,6.35075721,20.9885,21.069,25.2039065,31.73945982,0,21.54360518,21.47014119,9.1281
VIR,"Vir Biotechnology, Inc.",23.43,1.9138756,0.44,Sell,990332,23203478.76,3139070185,,-1.0747,576,Health Technology,Biotechnology,27.48,22.8,0.71625096,27.48,22.8,-1.0975095,45.07739938,31.55,22.01,-11.38426626,31.78,18.05,141.01,11.6504,895616.5,871372.5,851729.95,915012.08888889,2414721000,2261032000,861312000,835870000,-4.48430493,1.9138756,United States,0.06531957,4.86027678,,0,0,,96.09274982,22.79565042,-111.1018181,-281891000,-117.3359048,,975516000,-3.40544771,3.8264,-1.06,-38.26998689,-127.3677657,-1.0966,-112.09680978,-1.21642,23.58636656,24.55362302,24.7925025,25.00741452,2424.23952026,99.06733333,209.82578788,-608.31469492,-124.22555966,68.40361825,89.98568508,84.06457612,42.02702056,1453986000,53239000,28.40741902,-95.32436304,-82.62103749,35.42457057,-2132303000,-2.41153724,515837000,-38.67700757,-127.16820183,-111.81499133,31.92461677,-32.1948487,51.55771424,-67.5631589,1.50230539,1.5922831,3.34152357,7.01137816,1.95483689,4.86027678,2023-05-04,35.62121868,38.68299219,28.95567946,113.95937665,-5.17494393,-7.23526105,-6.79992759,47.50546596,2805203.125,27.41752682,-94.89175705,-80.81186127,85125234.444,23.654,24.116,25.32466667,24.56695,48.78744414,2665936000,-12.64416026,-7.661348,-6.91987664,2358634000,128729000.00000001,0.58996359,-5.95347682,973849000,695135000,1615797000,133977000,2023-08-03,3.19754709,3.07836133,3.56395626,23.27333333,24.81225382,-8.26155051,-4.01474805,-17.78947368,24.831,25.2128,24.777325,-69.6433973,0,24.93523261,24.02108448,3.89
ENVX,Enovix Corporation,19.8,5.65635005,1.06,Strong Buy,7155728,141683414.4,3131570067.0000005,,-1.0878,335,Producer Manufacturing,Electrical Products,19.865,12.78,3.1479015,19.865,9.06,50,46.66666667,19.865,7.55,122.47191011,26.3,6.4998,39.48,6.4998,10722835.1,7922801.93333333,6806431.88333333,6475465.5,322976000,293876000,322976000,293876000,9.75609756,5.65635005,United States,0.02566395,11.96892678,,0,0,,-75.10844472,-60.97797927,-141.82916447,-154071000,-124.80974758,,2034530000,0.48390999,-0.8226,-0.2,-75.14814815,-189.05867971,-1.4583,70.25577221,-0.222727,18.88791195,16.54628511,15.6944108,13.4661884,-25.3577827,-1917.96194776,-1887.43371364,-7.34550088,4.9668215,5.68872324,-274.70170913,-461.97975253,-766.14133198,-17037000,-12227000,-31.9982727,-2274.17475728,-1972.74693583,68.97695992,-285866000,58.98914788,-51622000,-558.28637868,-272.34411221,1.70104914,-832.34440503,-2698.56982163,-2048.66172203,-2654.55568054,8.74720575,10.02902339,,495.16537757,492.12471245,11.93645925,2023-04-26,78.78049914,73.10536779,936.00451467,1109.89876265,-36.63054479,-45.81015188,-44.77917992,,18513.43283582,-98.07868253,,,119266241.76,19.05,17.795,15.07866667,12.58975,-8.69659456,410605000,-7.16637049,-18.89940765,-9.22720758,300444000,8010000,-2.7204275,-9.69560316,85875000,98494000,6202000,158160000,2023-08-09,10.17748197,7.49675728,7.5066201,19.23166667,16.24344249,54.56674473,10,116.86746988,15.904,13.8802,12.68995,-2698.56982163,0,14.64321354,17.92409618,-0.3376
LCII,LCI Industries,123.72,2.20570012,2.67,Buy,175271,21684528.12,3129920547.0000005,15.34131068,8.0987,12900,Producer Manufacturing,Miscellaneous Manufacturing,128.21,116.48,1.7967469,128.21,105.075,14.09074142,31.33757962,128.21,97.43,16.89342404,139.89,89.28,163.33,0.1875,150396,202766.73333333,181822.58333333,183440.62222222,47499000,23465000,47499000,23465000,-2.08926876,2.20570012,United States,0.98641497,3.13000452,17.39130435,4.05,1.05,3.394762,33.41494465,414.66353218,-82.57712165,435238000,-36.64030792,10.21854146,4096520000.000001,36.80001414,15.4807,0.29,142.43678841,-96.27524269,8.0645,-49.87942971,1.215888,123.10141256,121.87182685,120.44778992,114.61843001,324.58699615,9.06203267,9.6232819,-36.17306967,-38.07985876,531.71756933,23.24251514,21.93876167,22.81279808,1210271000,186071000,26.6590428,-59.91948182,-21.36576739,41.40036,1317577000,37.26814926,394974000,142.37842256,-96.29984555,-49.71888726,7.58523436,4.54270776,10.62056487,6.73061597,2.25561483,2.30220175,7.1689411,0.68988741,0.60620422,1.04440739,2023-05-09,54.0698435,55.35940499,0.49931412,,6.01603775,15.73659014,7.71661986,16.42065179,403654.49612403,8.82924506,-40.81667648,-11.35667784,24262784.6976,123.442,123.655,120.12066667,113.4402,-1.25245811,3209367000,-1.15632946,-11.84808622,-6.77668772,1364779000,1341042000,-2.6041852,-10.37265362,1865904000,1849856000,5207143000,25298400,2023-08-01,2.60300091,2.36169043,2.2571139,122.70666667,122.15972519,31.71510699,-1.51249801,3.37566845,122.982,116.8234,107.5857,5.98901868,-102726000,118.10251285,123.04727773,15.5673
ESMT,"EngageSmart, Inc.",18.76,0.21367521,0.04,Strong Buy,287583,5395057.08,3128113245.9999995,140.20926756,0.1376,971,Technology Services,Packaged Software,19.3783,17.52,1.0546564,19.68,15.45,8.12680115,-49.97333333,21.84,15.45,5.92885375,22.65,15.01,38.83,15.01,418925.7,607515.06666667,504430.13333333,552780.64444444,311780000,318291000,311780000,318291000,-1.72865375,0.21367521,United States,0.03748687,7.2640392,,0,0,,95.53754787,12.28769134,40.71738274,38329000,100.35021693,74.10423559,2982950000,319.67509025,0.1217,0.081869,-15.625,99.18032787,0.1338,364.42687747,0.072224,18.70953678,18.50580023,18.40246101,18.32992508,172.57118481,16.81955778,17.19068279,-56.74268576,164.13268832,,73.24986839,73.48872273,46.74115088,222621000,65171000.00000001,4.48256513,33.10798391,42.30615686,36.19174505,-287772000,329.70440602,20593000,-15.57830092,100.29140359,406.56203491,6.77579626,6.97190683,5.41524085,5.94049048,3.87054712,3.83939225,57.05351387,9.80788859,10.44237889,7.2640392,2023-05-04,56.37728838,54.78407794,16.02263754,16.45466014,2.62544836,2.87167268,2.77185984,40.52154614,312996.91040165,5.40166865,31.27876251,37.58054001,43279036.52715101,18.672,18.635,18.519,18.4361,11.1300358,889781000,-2.2428161,6.40156987,,348347000,30519000,-4.00717139,-13.89272917,105223000,75656000,303920000,166617401,2023-08-03,1.38888889,2.53908049,2.26401392,18.82,18.29558846,5.63063063,-1.21116377,7.01654307,18.4215,17.9854,18.5441,7.61500354,0,18.2943188,18.62914546,0.1257
TPH,"Tri Pointe Homes, Inc.",31.21,2.09355577,0.64,Neutral,1315953,41070893.13000001,3124066809,5.67826214,5.5594,1470,Consumer Durables,Homebuilding,33.56,30.13,0.9710026,33.56,25.53,23.45727848,85.22255193,33.56,19.97,53.74384236,33.56,14.59,33.56,5.89,1039954.1,1205376.93333333,1205626.25,1177863.1,889664000,966298000,889664000,966298000,-5.0213025,2.09355577,United States,0.50858929,13.64586397,,0,0,,21.6821689,-63.92629068,-16.64552103,786619000,14.37771361,4.59820931,3068180000,34.32929935,5.5388,0.73,-62.90444702,-9.10327767,5.4964,27.63328999,0.577143,31.32634493,31.63957975,31.3062289,28.00848603,3.66881084,9.21352097,14.99224718,-79.16974485,200.37074172,182.24250192,26.83210637,26.22712007,15.69584406,1166803000,184321000,-52.89413761,-7.44846978,11.35082777,47.27588004,490110000,22.75740676,576060000,-63.17638307,-14.55908914,15.92388408,13.24722613,12.82628445,17.92084825,17.23243662,1.11311074,1.09175499,4.82078865,0.72274455,0.74644805,3.55572609,2023-04-27,41.66960732,48.1671453,,,12.44459486,21.37098939,13.86572188,9.19830196,2958185.71428571,-48.80096191,5.8970939,9.86705984,97788038.454,31.434,31.904,31.582,27.609,8.8491067,4739240000,0.4089035,9.85537562,2.88285334,4249786000,1456408000,0.04320711,2.91283266,1883409000,1872755000,4348533000,100098000,2023-07-27,2.59271415,2.22530285,2.77789304,30.98,31.91502872,64.78352693,-5.0213025,70.26732133,32.0805,30.6302,22.9847,17.25190405,0,30.36022302,31.63972352,5.5983
CCOI,"Cogent Communications Holdings, Inc.",64.53,-0.55478502,-0.36,Sell,240398,15512882.94,3117349557,301.82413471,0.2166,1076,Communications,Major Telecommunications,68.24,62.5,0.8102661,75,60.28,-1.05795768,14.72,75,59.55,4.41747573,75,46.75,110,3.39,186751.9,258468.23333333,267911.06666667,287383.11111111,275912000,234422000,275912000,234422000,-4.10164958,-0.55478502,United States,,2.58037858,12.14511041,3.555,0.925,5.702774,3.65476427,-2.43749755,-2.40122116,207206000,1.60743007,20.52155129,4153970000.000001,-89.37621832,0.109,0.13,621.11111111,436.36363636,0.2138,-67.02144069,-0.033602,65.28412425,65.2720488,65.03597305,64.17735236,-5.5859519,15.79976118,12.59285749,-24.59359311,-59.67721317,-23.91341316,46.56873537,46.35333111,1.82627088,279228000,69790000,-2.31509994,1.08925519,1.61321347,54.8543359,1134839000,-89.3203279,5146000,622.44418331,440.72119613,-66.66994848,0.8582331,1.68140963,19.38062455,18.62778697,,,40.19708023,5.06196103,5.08049803,2.58037858,2023-05-04,35.8013501,46.51581575,,,1.0320189,,1.26666189,1.6627755,557252.78810409,1.0586989,2.95827049,1.99733531,42903889.9455,65.508,66.162,64.32766667,64.604,2.60269339,998412000,-1.16513658,2.95358998,7.3700583,328797000,1369261000,1.04643191,9.26893148,1528814000,1546959000,599604000,48308500,2023-08-03,1.45357924,1.88522236,1.94889378,64.47333333,65.18399487,12.85414481,-4.10164958,6.1174149,65.4045,64.745,61.2085,5.85231873,-169857000,64.82476105,65.55862899,0.1098
AWR,American States Water Company,84.29,0.53673664,0.45,Sell,273586,23060563.94,3116740661,31.70584916,2.6618,811,Utilities,Water Utilities,90.7,83.24,0.53188515,95.075,83.24,-9.1114945,40.22625187,99.19,82.51,-11.00200612,100.505,77.91,103.77,1.541674,223780.8,246477.43333333,194860.31666667,190881.84444444,5997000,2126000,5997000,2126000,-3.11494253,0.53673664,United States,1.07655764,0.4539959,8.92857143,1.525,0.3975,1.8863448,-6.77504072,62.75033724,81.46241287,196422000,12.19370095,19.86241185,4077780000,-17.00188561,2.1128,0.93,84.98504487,143.04427561,2.6585,10.45328015,0.798121,85.41208294,86.77308385,87.3346522,88.99618663,-67.43631399,-9.85518628,-17.20669898,-159.67030273,-1583.64845938,-585.82515742,47.94131769,48.39661928,-4.4350538,235645000,81007000,49.05788835,52.29742433,9.11703921,17.41712682,784674000,-16.90063016,78199000,84.71474704,142.90466417,10.53873378,15.90936834,18.07282032,25.74848228,28.1716298,4.39088401,4.26454011,,5.7362245,6.3516571,0.40107901,2023-05-10,34.10612184,39.31768938,,,4.95105558,13.87391567,7.46072852,-1.46836844,606076.44882861,28.76035958,48.68103528,11.01592086,36635070.8516,86.01,86.04,87.76566667,88.8783,7.0169486,2060371999.9999995,1.27793611,7.65126452,16.75805264,139690000,786800000,7.13099174,22.07534289,1324825000,1329524000,491528000,36976400,2023-07-31,2.19846228,2.21504936,2.25371789,84.2,86.33975901,-9.99466097,-2.52110559,1.34663941,86.714,88.5574,90.19365,23.62242621,-56356000,88.07071734,86.00388045,2.1161
