Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,etf_name,etf_ticker,as_of_date
AAPL,APPLE INC,Information Technology,Equity,"25,573,331,004.49",7.6,"25,573,331,004.49","133,660,853.00",191.33,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MSFT,MICROSOFT CORP,Information Technology,Equity,"22,730,142,384.65",6.75,"22,730,142,384.65","67,219,111.00",338.15,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,"10,521,461,173.02",3.13,"10,521,461,173.02","80,698,429.00",130.38,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
NVDA,NVIDIA CORP,Information Technology,Equity,"9,461,164,613.78",2.81,"9,461,164,613.78","22,357,834.00",423.17,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
TSLA,TESLA INC,Consumer Discretionary,Equity,"6,879,874,974.72",2.04,"6,879,874,974.72","24,355,264.00",282.48,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"6,539,004,031.00",1.94,"6,539,004,031.00","53,708,452.00",121.75,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
META,META PLATFORMS INC CLASS A,Communication,Equity,"5,886,970,808.54",1.75,"5,886,970,808.54","19,998,542.00",294.37,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
GOOG,ALPHABET INC CLASS C,Communication,Equity,"5,665,444,685.00",1.68,"5,665,444,685.00","46,199,500.00",122.63,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,"5,506,476,959.56",1.64,"5,506,476,959.56","16,121,551.00",341.56,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"3,966,183,816.02",1.18,"3,966,183,816.02","8,416,841.00",471.22,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
XOM,EXXON MOBIL CORP,Energy,Equity,"3,907,556,971.97",1.16,"3,907,556,971.97","36,549,967.00",106.91,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"3,824,948,080.44",1.14,"3,824,948,080.44","23,493,324.00",162.81,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
JPM,JPMORGAN CHASE & CO,Financials,Equity,"3,821,161,859.84",1.13,"3,821,161,859.84","26,418,431.00",144.64,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
V,VISA INC CLASS A,Financials,Equity,"3,502,976,785.90",1.04,"3,502,976,785.90","14,629,262.00",239.45,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
LLY,ELI LILLY,Health Care,Equity,"3,317,086,562.90",0.99,"3,317,086,562.90","7,122,797.00",465.70,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AVGO,BROADCOM INC,Information Technology,Equity,"3,248,439,973.44",0.96,"3,248,439,973.44","3,769,104.00",861.86,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"3,243,896,122.72",0.96,"3,243,896,122.72","21,307,778.00",152.24,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MA,MASTERCARD INC CLASS A,Financials,Equity,"2,985,937,848.11",0.89,"2,985,937,848.11","7,564,507.00",394.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"2,845,339,812.00",0.85,"2,845,339,812.00","9,154,890.00",310.80,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MRK,MERCK & CO INC,Health Care,Equity,"2,608,194,430.50",0.77,"2,608,194,430.50","22,939,265.00",113.70,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CVX,CHEVRON CORP,Energy,Equity,"2,462,556,196.10",0.73,"2,462,556,196.10","15,754,310.00",156.31,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PEP,PEPSICO INC,Consumer Staples,Equity,"2,323,811,919.50",0.69,"2,323,811,919.50","12,454,775.00",186.58,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ABBV,ABBVIE INC,Health Care,Equity,"2,195,197,400.62",0.65,"2,195,197,400.62","15,951,151.00",137.62,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,"2,169,492,984.70",0.64,"2,169,492,984.70","4,009,190.00",541.13,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
KO,COCA-COLA,Consumer Staples,Equity,"2,147,401,580.00",0.64,"2,147,401,580.00","35,186,000.00",61.03,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ADBE,ADOBE INC,Information Technology,Equity,"2,020,541,506.92",0.6,"2,020,541,506.92","4,146,742.00",487.26,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
WMT,WALMART INC,Consumer Staples,Equity,"2,004,856,935.40",0.6,"2,004,856,935.40","12,680,140.00",158.11,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"1,959,636,492.50",0.58,"1,959,636,492.50","6,600,325.00",296.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,"1,907,289,667.11",0.57,"1,907,289,667.11","37,027,561.00",51.51,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CRM,SALESFORCE INC,Information Technology,Equity,"1,892,464,585.34",0.56,"1,892,464,585.34","8,850,737.00",213.82,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PFE,PFIZER INC,Health Care,Equity,"1,860,746,090.04",0.55,"1,860,746,090.04","51,035,274.00",36.46,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BAC,BANK OF AMERICA CORP,Financials,Equity,"1,822,676,240.00",0.54,"1,822,676,240.00","62,678,000.00",29.08,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,"1,815,374,368.60",0.54,"1,815,374,368.60","3,487,081.00",520.60,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
NFLX,NETFLIX INC,Communication,Equity,"1,791,986,041.30",0.53,"1,791,986,041.30","4,018,807.00",445.90,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,"1,769,307,731.40",0.53,"1,769,307,731.40","5,709,286.00",309.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ABT,ABBOTT LABORATORIES,Health Care,Equity,"1,687,922,432.55",0.5,"1,687,922,432.55","15,720,615.00",107.37,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"1,658,901,534.35",0.49,"1,658,901,534.35","14,558,153.00",113.95,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
LIN,LINDE PLC,Materials,Equity,"1,625,453,450.16",0.48,"1,625,453,450.16","4,426,134.00",367.24,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ORCL,ORACLE CORP,Information Technology,Equity,"1,613,231,229.48",0.48,"1,613,231,229.48","13,911,963.00",115.96,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CMCSA,COMCAST CORP CLASS A,Communication,Equity,"1,559,737,638.28",0.46,"1,559,737,638.28","37,602,161.00",41.48,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
DIS,WALT DISNEY,Communication,Equity,"1,483,278,811.59",0.44,"1,483,278,811.59","16,519,421.00",89.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
WFC,WELLS FARGO,Financials,Equity,"1,474,895,863.04",0.44,"1,474,895,863.04","33,921,248.00",43.48,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"1,448,516,032.35",0.43,"1,448,516,032.35","8,205,495.00",176.53,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
DHR,DANAHER CORP,Health Care,Equity,"1,425,164,240.50",0.42,"1,425,164,240.50","6,003,725.00",237.38,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,"1,424,439,918.32",0.42,"1,424,439,918.32","38,005,334.00",37.48,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
NEE,NEXTERA ENERGY INC,Utilities,Equity,"1,371,010,658.15",0.41,"1,371,010,658.15","18,292,337.00",74.95,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,"1,367,446,952.85",0.41,"1,367,446,952.85","14,032,293.00",97.45,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
RTX,RAYTHEON TECHNOLOGIES CORP,Industrials,Equity,"1,297,671,120.32",0.39,"1,297,671,120.32","13,209,193.00",98.24,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"1,241,821,983.15",0.37,"1,241,821,983.15","6,015,705.00",206.43,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"1,229,376,886.86",0.37,"1,229,376,886.86","18,992,382.00",64.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
INTC,INTEL CORPORATION CORP,Information Technology,Equity,"1,225,860,714.39",0.36,"1,225,860,714.39","37,707,189.00",32.51,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"1,215,681,982.10",0.36,"1,215,681,982.10","5,391,290.00",225.49,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"1,192,934,313.90",0.35,"1,192,934,313.90","11,138,509.00",107.10,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
SPGI,S&P GLOBAL INC,Financials,Equity,"1,184,892,721.20",0.35,"1,184,892,721.20","2,965,197.00",399.60,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
QCOM,QUALCOMM INC,Information Technology,Equity,"1,179,600,768.84",0.35,"1,179,600,768.84","10,070,868.00",117.13,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"1,179,193,674.96",0.35,"1,179,193,674.96","6,552,168.00",179.97,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
INTU,INTUIT INC,Information Technology,Equity,"1,161,198,073.52",0.34,"1,161,198,073.52","2,536,253.00",457.84,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CAT,CATERPILLAR INC,Industrials,Equity,"1,140,649,749.18",0.34,"1,140,649,749.18","4,658,946.00",244.83,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
COP,CONOCOPHILLIPS,Energy,Equity,"1,137,911,082.98",0.34,"1,137,911,082.98","10,939,349.00",104.02,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
UNP,UNION PACIFIC CORP,Industrials,Equity,"1,123,927,858.62",0.33,"1,123,927,858.62","5,511,882.00",203.91,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"1,101,975,623.04",0.33,"1,101,975,623.04","8,208,996.00",134.24,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AMGN,AMGEN INC,Health Care,Equity,"1,091,123,052.84",0.32,"1,091,123,052.84","4,830,543.00",225.88,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BA,BOEING,Industrials,Equity,"1,090,494,047.50",0.32,"1,090,494,047.50","5,112,250.00",213.31,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"1,086,875,646.90",0.32,"1,086,875,646.90","7,640,065.00",142.26,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
GE,GENERAL ELECTRIC,Industrials,Equity,"1,069,604,381.75",0.32,"1,069,604,381.75","9,844,495.00",108.65,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"1,057,686,057.52",0.31,"1,057,686,057.52","3,167,768.00",333.89,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MDT,MEDTRONIC PLC,Health Care,Equity,"1,044,827,795.69",0.31,"1,044,827,795.69","12,027,487.00",86.87,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
NOW,SERVICENOW INC,Information Technology,Equity,"1,042,069,949.44",0.31,"1,042,069,949.44","1,841,894.00",565.76,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
T,AT&T INC,Communication,Equity,"1,038,591,565.40",0.31,"1,038,591,565.40","64,629,220.00",16.07,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PLD,PROLOGIS REIT INC,Real Estate,Equity,"1,035,115,016.25",0.31,"1,035,115,016.25","8,348,375.00",123.99,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"1,020,680,765.46",0.3,"1,020,680,765.46","10,366,451.00",98.46,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MS,MORGAN STANLEY,Financials,Equity,"1,011,853,634.40",0.3,"1,011,853,634.40","11,776,695.00",85.92,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
DE,DEERE,Industrials,Equity,"986,442,919.28",0.29,"986,442,919.28","2,437,708.00",404.66,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"961,896,512.85",0.29,"961,896,512.85","3,005,457.00",320.05,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"949,453,605.73",0.28,"949,453,605.73","2,143,091.00",443.03,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AXP,AMERICAN EXPRESS,Financials,Equity,"943,751,604.06",0.28,"943,751,604.06","5,375,358.00",175.57,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"942,952,169.20",0.28,"942,952,169.20","2,037,670.00",462.76,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BLK,BLACKROCK INC,Financials,Equity,"938,066,878.12",0.28,"938,066,878.12","1,353,964.00",692.83,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
SYK,STRYKER CORP,Health Care,Equity,"908,229,238.22",0.27,"908,229,238.22","3,054,206.00",297.37,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"901,458,573.68",0.27,"901,458,573.68","12,311,644.00",73.22,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"892,800,468.00",0.27,"892,800,468.00","333,882.00","2,674.00",United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
TJX,TJX INC,Consumer Discretionary,Equity,"881,718,360.60",0.26,"881,718,360.60","10,409,898.00",84.70,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
GILD,GILEAD SCIENCES INC,Health Care,Equity,"870,993,384.20",0.26,"870,993,384.20","11,276,455.00",77.24,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ADI,ANALOG DEVICES INC,Information Technology,Equity,"868,893,560.00",0.26,"868,893,560.00","4,573,124.00",190.00,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"835,732,533.96",0.25,"835,732,533.96","4,213,211.00",198.36,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MMC,MARSH & MCLENNAN INC,Financials,Equity,"832,009,501.44",0.25,"832,009,501.44","4,472,448.00",186.03,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
C,CITIGROUP INC,Financials,Equity,"823,642,372.80",0.24,"823,642,372.80","17,599,196.00",46.80,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"820,524,135.60",0.24,"820,524,135.60","3,734,748.00",219.70,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"811,009,130.40",0.24,"811,009,130.40","2,328,345.00",348.32,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CVS,CVS HEALTH CORP,Health Care,Equity,"806,543,785.42",0.24,"806,543,785.42","11,589,938.00",69.59,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"763,363,895.08",0.23,"763,363,895.08","1,214,426.00",628.58,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"761,610,081.74",0.23,"761,610,081.74","13,434,646.00",56.69,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CI,CIGNA,Health Care,Equity,"750,944,765.75",0.22,"750,944,765.75","2,674,781.00",280.75,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"741,996,364.56",0.22,"741,996,364.56","16,137,372.00",45.98,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
TMUS,T MOBILE US INC,Communication,Equity,"726,644,819.04",0.22,"726,644,819.04","5,206,684.00",139.56,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ETN,EATON PLC,Industrials,Equity,"716,718,447.90",0.21,"716,718,447.90","3,603,411.00",198.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CB,CHUBB LTD,Financials,Equity,"715,506,073.36",0.21,"715,506,073.36","3,743,753.00",191.12,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"707,473,511.70",0.21,"707,473,511.70","4,177,582.00",169.35,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
SO,SOUTHERN,Utilities,Equity,"706,589,900.80",0.21,"706,589,900.80","9,857,560.00",71.68,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"705,475,095.36",0.21,"705,475,095.36","2,735,672.00",257.88,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"700,983,198.52",0.21,"700,983,198.52","700,983,199.00",1.00,United States,-,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"700,202,966.52",0.21,"700,202,966.52","975,444.00",717.83,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
FI,FISERV INC,Financials,Equity,"697,022,560.50",0.21,"697,022,560.50","5,580,645.00",124.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PGR,PROGRESSIVE CORP,Financials,Equity,"695,511,262.68",0.21,"695,511,262.68","5,291,876.00",131.43,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"694,445,817.15",0.21,"694,445,817.15","10,086,359.00",68.85,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"692,103,828.75",0.21,"692,103,828.75","12,997,255.00",53.25,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
BDX,BECTON DICKINSON,Health Care,Equity,"668,347,060.90",0.2,"668,347,060.90","2,567,603.00",260.30,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
EQIX,EQUINIX REIT INC,Real Estate,Equity,"668,035,398.32",0.2,"668,035,398.32","845,486.00",790.12,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
DUK,DUKE ENERGY CORP,Utilities,Equity,"638,241,831.45",0.19,"638,241,831.45","6,966,945.00",91.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
SLB,SCHLUMBERGER NV,Energy,Equity,"635,248,642.40",0.19,"635,248,642.40","12,885,368.00",49.30,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
AON,AON PLC CLASS A,Financials,Equity,"624,941,005.50",0.19,"624,941,005.50","1,846,425.00",338.46,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CSX,CSX CORP,Industrials,Equity,"622,512,208.59",0.18,"622,512,208.59","18,379,457.00",33.87,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
ITW,ILLINOIS TOOL INC,Industrials,Equity,"615,263,781.60",0.18,"615,263,781.60","2,500,056.00",246.10,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"614,004,697.62",0.18,"614,004,697.62","9,893,727.00",62.06,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
EOG,EOG RESOURCES INC,Energy,Equity,"604,289,631.44",0.18,"604,289,631.44","5,287,336.00",114.29,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
CME,CME GROUP INC CLASS A,Financials,Equity,"597,864,572.75",0.18,"597,864,572.75","3,251,915.00",183.85,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
SNPS,SYNOPSYS INC,Information Technology,Equity,"595,815,905.30",0.18,"595,815,905.30","1,376,845.00",432.74,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"592,370,973.40",0.18,"592,370,973.40","1,290,428.00",459.05,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
KLAC,KLA CORP,Information Technology,Equity,"580,354,855.83",0.17,"580,354,855.83","1,240,313.00",467.91,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"578,267,373.54",0.17,"578,267,373.54","2,008,082.00",287.97,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-07-05
