Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,etf_name,etf_ticker,as_of_date
AAPL,APPLE INC,Information Technology,Equity,"24,553,638,381.23",7.56,"24,553,638,381.23","132,528,949.00",185.27,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
MSFT,MICROSOFT CORP,Information Technology,Equity,"21,901,155,497.00",6.74,"21,901,155,497.00","66,649,895.00",328.60,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,"10,188,314,661.21",3.14,"10,188,314,661.21","80,015,037.00",127.33,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
NVDA,NVIDIA CORP,Information Technology,Equity,"9,007,513,859.04",2.77,"9,007,513,859.04","22,168,522.00",406.32,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"6,302,039,071.12",1.94,"6,302,039,071.12","53,253,668.00",118.34,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
TSLA,TESLA INC,Consumer Discretionary,Equity,"5,821,129,948.80",1.79,"5,821,129,948.80","24,149,056.00",241.05,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
META,META PLATFORMS INC CLASS A,Communication,Equity,"5,521,836,767.06",1.7,"5,521,836,767.06","19,829,198.00",278.47,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
GOOG,ALPHABET INC CLASS C,Communication,Equity,"5,455,299,014.36",1.68,"5,455,299,014.36","45,808,204.00",119.09,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,"5,340,899,847.00",1.64,"5,340,899,847.00","15,984,975.00",334.12,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"3,998,016,787.70",1.23,"3,998,016,787.70","8,345,545.00",479.06,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"3,811,664,635.56",1.17,"3,811,664,635.56","23,294,412.00",163.63,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
XOM,EXXON MOBIL CORP,Energy,Equity,"3,779,517,886.27",1.16,"3,779,517,886.27","36,240,463.00",104.29,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
JPM,JPMORGAN CHASE & CO,Financials,Equity,"3,646,038,483.53",1.12,"3,646,038,483.53","26,194,687.00",139.19,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
V,VISA INC CLASS A,Financials,Equity,"3,282,562,515.40",1.01,"3,282,562,515.40","14,505,358.00",226.30,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
LLY,ELI LILLY,Health Care,Equity,"3,197,621,574.84",0.98,"3,197,621,574.84","7,062,509.00",452.76,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"3,139,727,755.78",0.97,"3,139,727,755.78","21,127,298.00",148.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
AVGO,BROADCOM INC,Information Technology,Equity,"3,070,621,928.16",0.95,"3,070,621,928.16","3,737,232.00",821.63,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
MA,MASTERCARD INC CLASS A,Financials,Equity,"2,830,841,351.94",0.87,"2,830,841,351.94","7,500,507.00",377.42,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"2,794,816,670.58",0.86,"2,794,816,670.58","9,077,322.00",307.89,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
MRK,MERCK & CO INC,Health Care,Equity,"2,572,000,189.88",0.79,"2,572,000,189.88","22,744,961.00",113.08,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
CVX,CHEVRON CORP,Energy,Equity,"2,405,780,045.34",0.74,"2,405,780,045.34","15,620,934.00",154.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
PEP,PEPSICO INC,Consumer Staples,Equity,"2,283,262,631.67",0.7,"2,283,262,631.67","12,349,303.00",184.89,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
KO,COCA-COLA,Consumer Staples,Equity,"2,135,844,339.52",0.66,"2,135,844,339.52","34,888,016.00",61.22,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
ABBV,ABBVIE INC,Health Care,Equity,"2,134,384,179.45",0.66,"2,134,384,179.45","15,816,111.00",134.95,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,"2,080,735,823.40",0.64,"2,080,735,823.40","3,975,270.00",523.42,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
ADBE,ADOBE INC,Information Technology,Equity,"1,971,586,881.70",0.61,"1,971,586,881.70","4,111,670.00",479.51,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-26
