Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,etf_name,etf_ticker,as_of_date
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"800,557,501.77",0.24,"800,557,501.77","4,178,057.00",191.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"798,538,801.86",0.24,"798,538,801.86","3,703,626.00",215.61,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
CVS,CVS HEALTH CORP,Health Care,Equity,"783,153,189.44",0.24,"783,153,189.44","11,493,296.00",68.14,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"773,406,914.28",0.24,"773,406,914.28","1,204,346.00",642.18,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"743,136,412.96",0.23,"743,136,412.96","13,322,632.00",55.78,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
CI,CIGNA,Health Care,Equity,"728,742,080.46",0.22,"728,742,080.46","2,652,479.00",274.74,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"712,124,778.00",0.22,"712,124,778.00","16,002,804.00",44.50,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
TMUS,T MOBILE US INC,Communication,Equity,"703,608,341.80",0.21,"703,608,341.80","5,163,340.00",136.27,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"700,548,494.60",0.21,"700,548,494.60","4,142,806.00",169.10,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
ETN,EATON PLC,Industrials,Equity,"695,924,129.25",0.21,"695,924,129.25","3,573,423.00",194.75,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
PGR,PROGRESSIVE CORP,Financials,Equity,"691,079,621.44",0.21,"691,079,621.44","5,247,776.00",131.69,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"688,911,437.75",0.21,"688,911,437.75","12,888,895.00",53.45,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"687,467,373.06",0.21,"687,467,373.06","2,712,866.00",253.41,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
CB,CHUBB LTD,Financials,Equity,"686,516,424.60",0.21,"686,516,424.60","3,712,505.00",184.92,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
SO,SOUTHERN,Utilities,Equity,"683,007,756.96",0.21,"683,007,756.96","9,775,408.00",69.87,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
FI,FISERV INC,Financials,Equity,"680,423,865.45",0.21,"680,423,865.45","5,534,151.00",122.95,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"677,106,817.62",0.21,"677,106,817.62","967,254.00",700.03,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"660,452,991.51",0.2,"660,452,991.51","10,002,317.00",66.03,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
BDX,BECTON DICKINSON,Health Care,Equity,"659,512,320.66",0.2,"659,512,320.66","2,546,183.00",259.02,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"658,036,982.79",0.2,"658,036,982.79","9,811,197.00",67.07,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
EQIX,EQUINIX REIT INC,Real Estate,Equity,"644,920,356.00",0.2,"644,920,356.00","838,430.00",769.20,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
SLB,SCHLUMBERGER NV,Energy,Equity,"620,883,797.44",0.19,"620,883,797.44","12,778,016.00",48.59,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
DUK,DUKE ENERGY CORP,Utilities,Equity,"615,579,336.90",0.19,"615,579,336.90","6,908,859.00",89.10,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
ITW,ILLINOIS TOOL INC,Industrials,Equity,"615,031,516.62",0.19,"615,031,516.62","2,479,266.00",248.07,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
CSX,CSX CORP,Industrials,Equity,"612,219,435.19",0.19,"612,219,435.19","18,226,241.00",33.59,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
AON,AON PLC CLASS A,Financials,Equity,"610,820,970.27",0.19,"610,820,970.27","1,831,053.00",333.59,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
CME,CME GROUP INC CLASS A,Financials,Equity,"590,594,450.50",0.18,"590,594,450.50","3,224,825.00",183.14,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
KLAC,KLA CORP,Information Technology,Equity,"583,539,885.83",0.18,"583,539,885.83","1,229,981.00",474.43,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
SNPS,SYNOPSYS INC,Information Technology,Equity,"583,221,639.85",0.18,"583,221,639.85","1,365,379.00",427.15,United States,NASDAQ,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
EOG,EOG RESOURCES INC,Energy,Equity,"582,995,410.84",0.18,"582,995,410.84","5,243,236.00",111.19,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"580,112,507.68",0.18,"580,112,507.68","1,991,324.00",291.32,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"566,479,969.88",0.17,"566,479,969.88","1,279,718.00",442.66,United States,New York Stock Exchange Inc.,USD,1.0,USD,-,iShares Core S&P 500 ETF,IVV,2023-06-28
