LongShortCouponFirstIntPmt,PrimaryDealerTendered,PrimaryDealerAccepted,DirectBidderTendered,DirectBidderAccepted,IndirectBidderTendered,IndirectBidderAccepted,CompetitiveTendered,CompetitiveAccepted,NonCompetitiveAccepted,SOMATendered,SOMAAccepted,FIMATendered,FIMAAccepted,TotalTendered,TotalAccepted,BidToCoverRatio,ReleaseTime,AmountAcceptedBelowLowRate,HighAllocationPercentage,LowDiscountRate,HighDiscountRate,MedianDiscountRate,LowYield,HighYield,MedianYield,LowPrice,HighPrice ,MedianPrice,TIINConversionFactor,AccruedInterest,StandardInterestPayment,InterestRate,OriginalCUSIP,UnadjustedPrice,UnadjustedAccruedInterest,TreasuryDirectAccepted,InvestmentRate,AdjustedPrice,AdjustedAccruedInterest,IndexRatio,ResultsPDFName  ,CUSIP    ,Date    ,LowDiscountMargin,HighDiscountMargin,MedianDiscountMargin,Spread,FRNIndexDeterminationDate,FRNIndexDeterminationRate,HighPrice,ResultsPDFName,CUSIP,Date,TreasuryRetailAccepted
                          ,99490000000,11831100000,14505000000,2362850000,12493500000,11115180000,126488500000,25309130000,690953800,0,0,1000000000,1000000000,128179453800,27000083800,4.75,11:31      ,5,70.28,0.07           ,0.115           ,0.1               ,        ,         ,           ,        ,99.941861,           ,                    ,               ,                       ,            ,             ,               ,                         ,565034800.0,0.117         ,             ,                       ,          ,R_20110425_2.pdf,9127953Q2,20110425.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,118200000000,19604080000,15100000000,3439000000,8711870000,5741070000,142011870000,28784150000,221140800,2418028000,2418028000,995400000,995400000,145646438800,32418718800,4.77,11:31      ,5,15.12,0.0            ,0.03            ,0.02              ,        ,         ,           ,        ,99.997667,           ,                    ,               ,                       ,            ,             ,               ,                         ,101914900.0,0.03          ,             ,                       ,          ,R_20110426_1.pdf,9127952S9,20110426.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,72855700000,16921432000,12972000000,4635895000,20836650000,13132038300,106664350000,34689365300,310702000,2208217500,2208217500,0,0,109183269500,37208284800,3.06,13:01      ,5,79.79,               ,                ,                  ,0.577   ,0.673    ,0.64       ,        ,99.905047,           ,                    ,0.03397        ,3.125                  ,0.625       ,             ,               ,                         ,248390000.0,              ,             ,                       ,          ,R_20110426_2.pdf,912828QE3,20110426.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,66346000000,17036770000,11875000000,3905000000,18645500000,13956500000,96866500000,34898270000,101773100,2208217400,2208217400,0,0,99176490500,37208260500,2.77,11:31      ,5,22.11,               ,                ,                  ,1.98    ,2.124    ,2.07       ,        ,99.415214,           ,                    ,0.1087         ,10.0                   ,2.0         ,             ,               ,                         ,82228100.0,              ,             ,                       ,          ,R_20110427_1.pdf,912828QF0,20110427.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,54669000000,15369880000,8732000000,2277000000,12817700000,11342700000,76218700000,28989580000,10428000,1829665800,1829665800,0,0,78058793800,30829673800,2.63,13:01      ,5,22.94,               ,                ,                  ,2.566   ,2.712    ,2.654      ,        ,99.4489,           ,                    ,0.14266        ,13.125                 ,2.625       ,             ,               ,                         ,2925000.0,              ,             ,                       ,          ,R_20110428_1.pdf,912828QG8,20110428.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,111500000000,16495535000,15075000000,2951515000,9963200000,8400559200,136538200000,27847609200,953131800,0,0,200000000,200000000,137691331800,29000741000,4.75,11:31      ,5,25.73,0.02           ,0.05            ,0.03              ,        ,         ,           ,        ,99.987361,           ,                    ,               ,                       ,            ,             ,               ,                         ,711859300.0,0.051         ,             ,                       ,          ,R_20110502_1.pdf,9127953B5,20110502.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,103090000000,10768160000,15015500000,2347060000,14198300000,12677620000,132303800000,25792840000,657715000,0,0,550000000,550000000,133511515000,27000555000,4.94,11:31      ,5,25.52,0.04           ,0.1             ,0.08              ,        ,         ,           ,        ,99.949444,           ,                    ,               ,                       ,            ,             ,               ,                         ,507259000.0,0.102         ,             ,                       ,          ,R_20110502_2.pdf,9127953R0,20110502.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,102645000000,17227340000,16040000000,3544135000,9443375000,6917845000,128128375000,27689320000,210851800,5937991000,5937991000,100000000,100000000,134377217800,33938162800,4.59,11:31      ,5,68.27,0.0            ,0.005           ,0.0               ,        ,         ,           ,        ,99.999611,           ,                    ,               ,                       ,            ,             ,               ,                         ,107035800.0,0.005         ,             ,                       ,          ,R_20110503_1.pdf,912795W64,20110503.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,87436000000,14455030000,11635000000,2951570000,16273000000,6499915000,115344000000,23906515000,93837400,0,0,0,0,115437837400,24000352400,4.81,11:31      ,5,89.51,0.15           ,0.2             ,0.19              ,        ,         ,           ,        ,99.797778,           ,                    ,               ,                       ,            ,             ,               ,                         ,31016400.0,0.204         ,             ,                       ,          ,R_20110503_2.pdf,9127953N9,20110503.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,110990000000,17483880000,15055000000,2438860000,8164500000,7953100000,134209500000,27875840000,954602000,0,0,170000000,170000000,135334102000,29000442000,4.67,11:31      ,5,78.86,0.0            ,0.025           ,0.015             ,        ,         ,           ,        ,99.993681,           ,                    ,               ,                       ,            ,             ,               ,                         ,722149500.0,0.025         ,             ,                       ,          ,R_20110509_1.pdf,9127953D1,20110509.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,102163000000,12737625000,14620000000,2774835000,10229000000,10047875000,127012000000,25560335000,790082600,0,0,650000000,650000000,128452082600,27000417600,4.76,11:31      ,5,85.05,0.01           ,0.065           ,0.05              ,        ,         ,           ,        ,99.967139,           ,                    ,               ,                       ,            ,             ,               ,                         ,574198600.0,0.066         ,             ,                       ,          ,R_20110509_2.pdf,9127953T6,20110509.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,105460000000,11920000000,14992000000,2707920000,13717197000,13136122000,134169197000,27764042000,235994700,3781546000,3781546000,0,0,138186737700,31781582700,4.8,11:31      ,5,25.92,0.0            ,0.015           ,0.01              ,        ,         ,           ,        ,99.998833,           ,                    ,               ,                       ,            ,             ,               ,                         ,100652700.0,0.015         ,             ,                       ,          ,R_20110510_1.pdf,9127952U4,20110510.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,71933000000,16602718000,14365000000,4907928800,18934000000,10463520000,105232000000,31974166800,25874700,0,0,0,0,105257874700,32000041500,3.29,13:01      ,5,20.92,               ,                ,                  ,0.882   ,1.0      ,0.968      ,        ,99.999987,           ,                    ,0.02717        ,5.0                    ,1.0         ,             ,               ,                         ,8057700.0,              ,             ,                       ,          ,R_20110510_2.pdf,912828QM5,20110510.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,48189000000,10616992000,8681000000,2007000000,15061200000,11274371000,71931200000,23898363000,61681200,0,0,40000000,40000000,72032881200,24000044200,3.0,13:01      ,5,18.26,               ,                ,                  ,3.096   ,3.21     ,3.175      ,        ,99.277862,           ,                    ,0.08492        ,15.625                 ,3.125       ,             ,               ,                         ,21616200.0,              ,             ,                       ,          ,R_20110511_1.pdf,912828QN3,20110511.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,27221000000,9303346000,5088000000,1395120000,6499900000,5277324000,38808900000,15975790000,24213500,0,0,0,0,38833113500,16000003500,2.43,13:01      ,5,62.12,               ,                ,                  ,4.23    ,4.38     ,4.3        ,        ,99.916711,           ,                    ,0.11889        ,21.875                 ,4.375       ,             ,               ,                         ,10422500.0,              ,             ,                       ,          ,R_20110512_1.pdf,912810QQ4,20110512.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,100440000000,14189040000,13006000000,2342915000,6515600000,6232680000,119961600000,22764635000,660679000,0,0,575000000,575000000,121197279000,24000314000,5.05,11:31      ,5,8.54,0.01           ,0.07            ,0.05              ,        ,         ,           ,        ,99.964611,           ,                    ,               ,                       ,            ,             ,               ,                         ,472748000.0,0.071         ,             ,                       ,          ,R_20110516_1.pdf,9127952P5,20110516.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,97070000000,17681100000,14794000000,2614780000,5624535000,5624535000,117488535000,25920415000,976019300,0,0,103700000,103700000,118568254300,27000134300,4.39,11:31      ,5,20.12,0.0            ,0.03            ,0.02              ,        ,         ,           ,        ,99.992417,           ,                    ,               ,                       ,            ,             ,               ,                         ,730123300.0,0.031         ,             ,                       ,          ,R_20110516_2.pdf,9127953E9,20110516.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,106910000000,18200250000,13890000000,3958171000,6367037100,5620437100,127167037100,27778858100,222110600,6285071700,6285071700,0,0,133674219400,34286040400,4.55,11:31      ,5,62.67,0.0            ,0.025           ,0.02              ,        ,         ,           ,        ,99.998056,           ,                    ,               ,                       ,            ,             ,               ,                         ,99568600.0,0.025         ,             ,                       ,          ,R_20110517_1.pdf,9127952V2,20110517.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,27800000000,3950917500,5475000000,525000000,1000000000,524195000,34275000000,5000112500,0,0,0,0,0,34275000000,5000112500,6.85,11:31      ,5,48.39,0.0            ,0.02            ,0.01              ,        ,         ,           ,        ,99.996889,           ,                    ,               ,                       ,            ,             ,               ,                         ,0.0,0.02          ,             ,                       ,          ,R_20110518_1.pdf,9127952Z3,20110518.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,20296000000,6135152500,2376700000,334700000,6476685000,4435385000,29149385000,10905237500,64764600,925855500,925855500,30000000,30000000,30170005100,11925857600,2.66,13:01      ,5,96.61,               ,                ,                  ,0.699   ,0.887    ,0.798      ,        ,104.359972,           ,2.571398596         ,               ,                       ,1.125       ,             ,102.190468     ,4.22652                  ,9326600.0,              ,104.359972   ,4.31625                ,1.02123   ,R_20110519_1.pdf,912828PP9,20110519.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,94930000000,11233000000,12643849000,2571649000,10064305000,8560305000,117638154000,22364954000,656496500,0,0,979500000,979500000,119274150500,24000950500,4.97,11:31      ,5,6.0,0.05           ,0.1             ,0.09              ,        ,         ,           ,        ,99.949167,           ,                    ,               ,                       ,            ,             ,               ,                         ,475025700.0,0.102         ,             ,                       ,          ,R_20110523_1.pdf,9127953U3,20110523.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,103340000000,14993625000,13233799000,2502989000,8515770000,7605270000,125089569000,25101884000,903283100,0,0,995200000,995200000,126988052100,27000367100,4.7,11:31      ,5,8.95,0.02           ,0.055           ,0.04              ,        ,         ,           ,        ,99.986097,           ,                    ,               ,                       ,            ,             ,               ,                         ,689276900.0,0.056         ,             ,                       ,          ,R_20110523_2.pdf,9127952A8,20110523.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,105360000000,16827876000,15190000000,3083432000,7072807300,6867727300,127622807300,26779035300,232929200,2418028000,2418028000,988100000,988100000,131261864500,30418092500,4.6,11:31      ,5,31.64,0.0            ,0.035           ,0.025             ,        ,         ,           ,        ,99.997278,           ,                    ,               ,                       ,            ,             ,               ,                         ,104369200.0,0.036         ,             ,                       ,          ,R_20110524_1.pdf,9127952W0,20110524.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,83438000000,17274550000,20709000000,6672700000,16906610000,10904061000,121053610000,34851311000,148731300,2945904300,2945904300,0,0,124148245600,37945946600,3.46,13:01      ,5,89.7,               ,                ,                  ,0.47    ,0.56     ,0.54       ,        ,99.880835,           ,                    ,               ,2.5                    ,0.5         ,             ,               ,                         ,60213000.0,              ,             ,                       ,          ,R_20110524_2.pdf,912828QZ6,20110524.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,74239000000,15369000000,13489000000,3126460000,24364900000,16449772000,112092900000,34945232000,54807000,2945904100,2945904100,0,0,115093611100,37945943100,3.2,13:01      ,5,1.56,               ,                ,                  ,1.72    ,1.813    ,1.78       ,        ,99.700152,           ,                    ,               ,8.75                   ,1.75        ,             ,               ,                         ,18590000.0,              ,             ,                       ,          ,R_20110525_1.pdf,912828QP8,20110525.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,62285000000,11405025000,12376000000,3768160500,19225775000,13807775000,93886775000,28980960500,19056100,2440892000,2440892000,0,0,96346723100,31440908600,3.24,13:01      ,5,43.21,               ,                ,                  ,2.33    ,2.429    ,2.4        ,        ,99.654311,           ,                    ,               ,11.875                 ,2.375       ,             ,               ,                         ,7130100.0,              ,             ,                       ,          ,R_20110526_1.pdf,912828QQ6,20110526.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,90280000000,10787145000,12140000000,2049463500,10628000000,9977730000,113048000000,22814338500,685827100,0,0,500000000,500000000,114233827100,24000165600,4.76,11:31      ,5,21.39,0.06           ,0.115           ,0.1               ,        ,         ,           ,        ,99.941861,           ,                    ,               ,                       ,            ,             ,               ,                         ,523779100.0,0.117         ,             ,                       ,          ,R_20110531_1.pdf,9127953V1,20110531.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,100190000000,13994688000,13591000000,2299320000,11024560800,9641871200,124805560800,25935879200,923482300,0,0,140700000,140700000,125869743100,27000061500,4.66,11:31      ,5,69.12,0.02           ,0.06            ,0.045             ,        ,         ,           ,        ,99.984833,           ,                    ,               ,                       ,            ,             ,               ,                         ,715285300.0,0.061         ,             ,                       ,          ,R_20110531_2.pdf,9127953F6,20110531.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,89955000000,13059095000,12423000000,2908216000,10164499000,7930086100,112542499000,23897397100,103204400,0,0,0,0,112645703400,24000601500,4.69,11:31      ,5,90.67,0.15           ,0.18            ,0.175             ,        ,         ,           ,        ,99.818,           ,                    ,               ,                       ,            ,             ,               ,                         ,36684400.0,0.183         ,             ,                       ,          ,R_20110601_1.pdf,9127953S8,20110601.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,107260000000,18520810000,18410000000,4737230000,5640215000,4552005000,131310215000,27810045000,190056800,5937991000,5937991000,0,0,137438262800,33938092800,4.7,11:31      ,5,78.18,0.01           ,0.04            ,0.035             ,        ,         ,           ,        ,99.996889,           ,                    ,               ,                       ,            ,             ,               ,                         ,91163800.0,0.041         ,             ,                       ,          ,R_20110601_2.pdf,912795X22,20110601.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,97660000000,11916800000,11715000000,2325920000,10324000000,8588000000,119699000000,22830720000,670276200,0,0,500000000,500000000,120869276200,24000996200,5.04,11:31      ,5,0.8,0.055          ,0.105           ,0.09              ,        ,         ,           ,        ,99.946917,           ,                    ,               ,                       ,            ,             ,               ,                         ,489471200.0,0.107         ,             ,                       ,          ,R_20110606_1.pdf,9127953X7,20110606.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,107751000000,16126630000,14565000000,2815040000,7534950000,6972475000,129850950000,25914145000,886240000,0,0,200000000,200000000,130937190000,27000385000,4.85,11:31      ,5,55.01,0.0            ,0.045           ,0.035             ,        ,         ,           ,        ,99.988625,           ,                    ,               ,                       ,            ,             ,               ,                         ,680410000.0,0.046         ,             ,                       ,          ,R_20110606_2.pdf,9127953J8,20110606.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,100660000000,17875380000,13715000000,2713127500,10257622000,7138357000,124632622000,27726864500,223264500,3781546000,3781546000,50000000,50000000,128687432500,31781675000,4.46,11:31      ,5,43.19,0.0            ,0.005           ,0.0               ,        ,         ,           ,        ,99.999611,           ,                    ,               ,                       ,            ,             ,               ,                         ,96868500.0,0.005         ,             ,                       ,          ,R_20110607_1.pdf,9127952X8,20110607.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,74962000000,17657900000,12125000000,2928590000,17818800000,11393444400,104905800000,31979934400,20073800,0,0,0,0,104925873800,32000008200,3.28,13:01      ,5,74.36,               ,                ,                  ,0.657   ,0.765    ,0.739      ,        ,99.955596,           ,                    ,               ,3.75                   ,0.75        ,             ,               ,                         ,7722800.0,              ,             ,                       ,          ,R_20110607_2.pdf,912828QS2,20110607.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,71050000000,12527340000,8875000000,1795880000,2730000000,677190000,82655000000,15000410000,0,0,0,0,0,82655000000,15000410000,5.51,11:31      ,5,23.97,0.01           ,0.04            ,0.035             ,        ,         ,           ,        ,99.999333,           ,                    ,               ,                       ,            ,             ,               ,                         ,0.0,0.041         ,             ,                       ,          ,R_20110608_1.pdf,9127957J4,20110608.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,44083000000,8608528000,9302000000,1747000000,14375500000,10622891200,67760500000,20978419200,21587300,0,0,0,0,67782087300,21000006500,3.23,13:01      ,5,3.76,               ,                ,                  ,2.808   ,2.967    ,2.92       ,        ,101.34553,           ,                    ,2.63247        ,15.625                 ,3.125       ,             ,               ,                         ,11908300.0,              ,             ,                       ,          ,R_20110608_2.pdf,912828QN3,20110608.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,22967000000,6788512500,4747000000,1208210000,6440800000,4983173000,34154800000,12979895500,20138200,0,0,0,0,34174938200,13000033700,2.63,13:01      ,5,17.21,               ,                ,                  ,4.1     ,4.238    ,4.17       ,        ,102.304368,           ,                    ,3.68546        ,21.875                 ,4.375       ,             ,               ,                         ,12226200.0,              ,             ,                       ,          ,R_20110609_1.pdf,912810QQ4,20110609.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,100540000000,16056500000,15325000000,2455127000,7716600000,7473700000,123581600000,25985327000,914687300,0,0,100000000,100000000,124596287300,27000014300,4.61,11:31      ,5,51.42,0.03           ,0.05            ,0.04              ,        ,         ,           ,        ,99.987361,           ,                    ,               ,                       ,            ,             ,               ,                         ,654273300.0,0.051         ,             ,                       ,          ,R_20110613_1.pdf,9127953K5,20110613.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,94480000000,10808640000,12470000000,2429328000,12824250000,9720169200,119774250000,22958137200,641982700,0,0,400000000,400000000,120816232700,24000119900,5.03,11:31      ,5,66.48,0.065          ,0.105           ,0.095             ,        ,         ,           ,        ,99.946917,           ,                    ,               ,                       ,            ,             ,               ,                         ,443060900.0,0.107         ,             ,                       ,          ,R_20110613_2.pdf,9127952T7,20110613.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,106760000000,14885430000,14015000000,2881210000,10026973000,10015033000,130801973000,27781673000,218563000,6285071700,6285071700,0,0,137305607700,34285307700,4.68,11:31      ,5,76.21,0.0            ,0.015           ,0.005             ,        ,         ,           ,        ,99.998833,           ,                    ,               ,                       ,            ,             ,               ,                         ,98111000.0,0.015         ,             ,                       ,          ,R_20110614_1.pdf,9127952Z3,20110614.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,87770000000,10100220000,12755000000,2519708000,11223905000,10454945000,111748905000,23074873000,725333900,0,0,200000000,200000000,112674238900,24000206900,4.69,11:31      ,5,3.88,0.055          ,0.1             ,0.085             ,        ,         ,           ,        ,99.949444,           ,                    ,               ,                       ,            ,             ,               ,                         ,487601300.0,0.102         ,             ,                       ,          ,R_20110620_1.pdf,9127953Y5,20110620.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,97890000000,12305375000,14820000000,2654590000,12985975000,11109073500,125695975000,26069038500,916442800,0,0,15000000,15000000,126627417800,27000481300,4.69,11:31      ,5,83.55,0.0            ,0.035           ,0.025             ,        ,         ,           ,        ,99.991153,           ,                    ,               ,                       ,            ,             ,               ,                         ,661502800.0,0.036         ,             ,                       ,          ,R_20110620_2.pdf,9127952F7,20110620.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,102410000000,19984020000,16400000000,3201528000,5374542600,4588924600,124184542600,27774472600,226318500,2418028000,2418028000,0,0,126828889100,30418819100,4.44,11:31      ,5,31.78,0.0            ,0.005           ,0.0               ,        ,         ,           ,        ,99.999611,           ,                    ,               ,                       ,            ,             ,               ,                         ,108912000.0,0.005         ,             ,                       ,          ,R_20110621_1.pdf,9127953A7,20110621.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,13508000000,3525000000,3642250000,1824404000,3993210000,1629550000,21143460000,6978954000,21073000,225361200,225361200,0,0,21389894200,7225388200,3.02,13:01      ,5,84.66,               ,                ,                  ,1.63    ,1.744    ,1.69       ,        ,111.698711,           ,4.851797562         ,               ,                       ,2.125       ,             ,108.784378     ,7.92472                  ,1679000.0,              ,111.698711   ,8.13702                ,1.02679   ,R_20110623_1.pdf,912810QP6,20110623.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,100380000000,16262450000,16344222000,2073097000,7401600000,6733930000,124125822000,25069477000,931164700,0,0,999500000,999500000,126056486700,27000141700,4.67,11:31      ,5,27.1,0.0            ,0.025           ,0.015             ,        ,         ,           ,        ,99.993681,           ,                    ,               ,                       ,            ,             ,               ,                         ,673367700.0,0.025         ,             ,                       ,          ,R_20110627_1.pdf,9127953L3,20110627.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,92970000000,11106000000,14284776000,2256526000,9497950000,9012950000,116752726000,22375476000,631280300,0,0,994000000,994000000,118378006300,24000756300,4.93,11:31      ,5,15.0,0.05           ,0.095           ,0.08              ,        ,         ,           ,        ,99.951972,           ,                    ,               ,                       ,            ,             ,               ,                         ,471862500.0,0.097         ,             ,                       ,          ,R_20110627_2.pdf,9127953Z2,20110627.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,80138000000,22468375000,16526000000,4714467500,11017610000,7668470000,107681610000,34851312500,148851100,1126806400,1126806400,0,0,108957267500,36126970000,3.08,13:01      ,5,50.43,               ,                ,                  ,0.29    ,0.395    ,0.359      ,        ,99.960197,           ,                    ,               ,1.875                  ,0.375       ,             ,               ,                         ,78202100.0,              ,             ,                       ,          ,R_20110627_3.pdf,912828RA0,20110627.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,79870000000,14397376000,12465000000,2949776000,7263000000,6545320000,99598000000,23892472000,107960900,0,0,0,0,99705960900,24000432900,4.15,11:31      ,5,38.72,0.16           ,0.2             ,0.185             ,        ,         ,           ,        ,99.797778,           ,                    ,               ,                       ,            ,             ,               ,                         ,41389900.0,0.204         ,             ,                       ,          ,R_20110628_1.pdf,9127953W9,20110628.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,103210000000,16048490000,14390000000,3663010000,9166715000,7081650000,126766715000,26793150000,223494700,5937991000,5937991000,984100000,984100000,133912300700,33938735700,4.57,11:31      ,5,26.02,0.0            ,0.005           ,0.0               ,        ,         ,           ,        ,99.999611,           ,                    ,               ,                       ,            ,             ,               ,                         ,93643700.0,0.005         ,             ,                       ,          ,R_20110628_2.pdf,912795X63,20110628.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,64009000000,18228925000,11900000000,3580000000,14654271000,13153226000,90563271000,34962151000,37884800,1126806200,1126806200,0,0,91727962000,36126842000,2.59,13:01      ,5,35.97,               ,                ,                  ,1.47    ,1.615    ,1.55       ,        ,99.449734,           ,                    ,               ,7.5                    ,1.5         ,             ,               ,                         ,19430800.0,              ,             ,                       ,          ,R_20110628_3.pdf,912828QR4,20110628.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,54994000000,16251561000,10087000000,3407000000,10846900000,9324900000,75927900000,28983461000,16610300,933639400,933639400,0,0,76878149700,29933710700,2.62,13:01      ,5,23.98,               ,                ,                  ,2.285   ,2.43     ,2.36       ,        ,99.647922,           ,                    ,               ,11.875                 ,2.375       ,             ,               ,                         ,5258300.0,              ,             ,                       ,          ,R_20110629_1.pdf,912828QT0,20110629.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,104895000000,19124780000,14535000000,2455825000,5118926500,3587226500,124548926500,25167831500,952635600,0,0,880100000,880100000,126381662100,27000567100,4.68,11:31      ,5,78.33,0.0            ,0.025           ,0.015             ,        ,         ,           ,        ,99.993681,           ,                    ,               ,                       ,            ,             ,               ,                         ,644972200.0,0.025         ,             ,                       ,          ,R_20110705_1.pdf,9127953M1,20110705.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,98415000000,9820040000,13810000000,1841320000,17420300000,10933500000,129645300000,22594860000,705459300,0,0,700000000,700000000,131050759300,24000319300,5.46,11:31      ,5,30.24,0.035          ,0.08            ,0.07              ,        ,         ,           ,        ,99.959556,           ,                    ,               ,                       ,            ,             ,               ,                         ,505983300.0,0.081         ,             ,                       ,          ,R_20110705_2.pdf,9127954A6,20110705.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,108560000000,15721468000,15540000000,3948273000,8963147000,7284983200,133063147000,26954724200,228029900,3781546000,3781546000,819900000,819900000,137892622900,31784200100,4.79,11:31      ,5,89.53,0.0            ,0.0             ,0.0               ,        ,         ,           ,        ,100.0,           ,                    ,               ,                       ,            ,             ,               ,                         ,105098900.0,0.0           ,             ,                       ,          ,R_20110706_1.pdf,9127953B5,20110706.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,93630000000,11492250000,12495000000,1930830000,9245000000,9196628400,115370000000,22619708400,680334100,0,0,700000000,700000000,116750334100,24000042500,4.86,11:31      ,5,61.66,0.02           ,0.065           ,0.05              ,        ,         ,           ,        ,99.967139,           ,                    ,               ,                       ,            ,             ,               ,                         ,495372100.0,0.066         ,             ,                       ,          ,R_20110711_1.pdf,9127952Y6,20110711.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,91990000000,18384395000,12563400000,2827922500,5227780000,4709730000,109781180000,25922047500,843411400,0,0,234700000,234700000,110859291400,27000158900,4.11,11:31      ,5,46.39,0.0            ,0.03            ,0.02              ,        ,         ,           ,        ,99.992417,           ,                    ,               ,                       ,            ,             ,               ,                         ,642346000.0,0.031         ,             ,                       ,          ,R_20110711_2.pdf,9127953P4,20110711.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,102970000000,14584320000,15702000000,2886640000,14698008000,10313848600,133370008000,27784808600,216525800,6285071700,6285071700,0,0,139871605500,34286406100,4.77,11:31      ,5,13.12,0.0            ,0.02            ,0.01              ,        ,         ,           ,        ,99.998444,           ,                    ,               ,                       ,            ,             ,               ,                         ,97738800.0,0.02          ,             ,                       ,          ,R_20110712_1.pdf,9127953D1,20110712.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,70762000000,15644152500,12913000000,5266797500,19268750000,11024872500,102943750000,31935822500,39200200,0,0,25000000,25000000,103007950200,32000022700,3.22,13:01      ,5,31.73,               ,                ,                  ,0.578   ,0.67     ,0.64       ,        ,99.866569,           ,                    ,               ,3.125                  ,0.625       ,             ,               ,                         ,12732200.0,              ,             ,                       ,          ,R_20110712_2.pdf,912828QU7,20110712.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,29390000000,4367454000,7175000000,580980000,1200000000,50520000,37765000000,4998954000,1400000,0,0,0,0,37766400000,5000354000,7.55,11:31      ,5,25.26,0.0            ,0.0             ,0.0               ,        ,         ,           ,        ,100.0,           ,                    ,               ,                       ,            ,             ,               ,                         ,0.0,0.0           ,             ,                       ,          ,R_20110713_1.pdf,912795X63,20110713.0,                 ,                  ,                    ,      ,                         ,,,,,,
                          ,44057000000,9249646000,10003000000,2914000000,12534600000,8805600000,66594600000,20969246000,30771100,0,0,0,0,66625371100,21000017100,3.17,13:01      ,5,65.17,               ,                ,                  ,2.808   ,2.918    ,2.891      ,        ,101.753719,           ,                    ,5.18003        ,15.625                 ,3.125       ,             ,               ,                         ,8542100.0,              ,             ,                       ,          ,R_20110713_2.pdf,912828QN3,20110713.0,                 ,                  ,                    ,      ,                         ,,,,,,
