Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Type,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,884,312,183.26",MICROSOFT CORP,"1,884,312,183.26",337.22,Information Technology,"5,587,783.00",MSFT,,6.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"877,888,763.64",AMAZON COM INC,"877,888,763.64",129.78,Consumer Discretionary,"6,764,438.00",AMZN,,2.87,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"758,264,995.81",NVIDIA CORP,"758,264,995.81",425.03,Information Technology,"1,784,027.00",NVDA,,2.48,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"568,507,815.85",TESLA INC,"568,507,815.85",274.43,Consumer Discretionary,"2,071,595.00",TSLA,,1.86,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"533,087,022.48",ALPHABET INC CLASS A,"533,087,022.48",119.48,Communication,"4,461,726.00",GOOGL,,1.74,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"482,487,528.95",META PLATFORMS INC CLASS A,"482,487,528.95",290.53,Communication,"1,660,715.00",META,,1.58,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"468,692,842.10",BERKSHIRE HATHAWAY INC CLASS B,"468,692,842.10",340.90,Financials,"1,374,869.00",BRKB,,1.53,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"464,539,451.14",ALPHABET INC CLASS C,"464,539,451.14",120.14,Communication,"3,866,651.00",GOOG,,1.52,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"322,138,528.32",UNITEDHEALTH GROUP INC,"322,138,528.32",461.58,Health Care,"697,904.00",UNH,,1.05,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"316,841,022.68",JPMORGAN CHASE & CO,"316,841,022.68",144.34,Financials,"2,195,102.00",JPM,,1.04,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"314,621,597.56",EXXON MOBIL CORP,"314,621,597.56",103.16,Energy,"3,049,841.00",XOM,,1.03,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"311,009,676.25",JOHNSON & JOHNSON,"311,009,676.25",159.25,Health Care,"1,952,965.00",JNJ,,1.02,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"287,485,840.90",VISA INC CLASS A,"287,485,840.90",236.45,Financials,"1,215,842.00",V,,0.94,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"287,250,727.84",ELI LILLY,"287,250,727.84",452.08,Health Care,"635,398.00",LLY,,0.94,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"263,017,540.80",PROCTER & GAMBLE,"263,017,540.80",148.80,Consumer Staples,"1,767,591.00",PG,,0.86,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"259,500,085.50",BROADCOM INC,"259,500,085.50",846.75,Information Technology,"306,466.00",AVGO,,0.85,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"244,831,864.08",MASTERCARD INC CLASS A,"244,831,864.08",388.68,Financials,"629,906.00",MA,,0.8,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"230,251,273.42",HOME DEPOT INC,"230,251,273.42",302.81,Consumer Discretionary,"760,382.00",HD,,0.75,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"207,873,355.00",MERCK & CO INC,"207,873,355.00",109.00,Health Care,"1,907,095.00",MRK,,0.68,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"200,225,059.76",CHEVRON CORP,"200,225,059.76",154.22,Energy,"1,298,308.00",CVX,,0.65,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"189,380,515.12",PEPSICO INC,"189,380,515.12",183.08,Consumer Staples,"1,034,414.00",PEP,,0.62,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"179,554,573.00",ABBVIE INC,"179,554,573.00",135.50,Health Care,"1,325,126.00",ABBV,,0.59,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"174,775,470.48",COCA-COLA,"174,775,470.48",59.76,Consumer Staples,"2,924,623.00",KO,,0.57,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"174,676,259.25",COSTCO WHOLESALE CORP,"174,676,259.25",525.05,Consumer Staples,"332,685.00",COST,,0.57,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"167,019,743.33",ADOBE INC,"167,019,743.33",485.27,Information Technology,"344,179.00",ADBE,,0.55,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"164,491,702.73",WALMART INC,"164,491,702.73",153.49,Consumer Staples,"1,071,677.00",WMT,,0.54,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"159,983,170.00",MCDONALDS CORP,"159,983,170.00",292.10,Consumer Discretionary,"547,700.00",MCD,,0.52,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"157,020,492.63",CISCO SYSTEMS INC,"157,020,492.63",50.99,Information Technology,"3,079,437.00",CSCO,,0.51,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"150,777,630.63",PFIZER INC,"150,777,630.63",35.53,Health Care,"4,243,671.00",PFE,,0.49,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"149,256,264.15",BANK OF AMERICA CORP,"149,256,264.15",28.53,Financials,"5,231,555.00",BAC,,0.49,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"148,997,321.41",SALESFORCE INC,"148,997,321.41",209.59,Information Technology,"710,899.00",CRM,,0.49,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"148,853,781.23",THERMO FISHER SCIENTIFIC INC,"148,853,781.23",513.73,Health Care,"289,751.00",TMO,,0.49,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"145,107,886.56",ACCENTURE PLC CLASS A,"145,107,886.56",305.76,Information Technology,"474,581.00",ACN,,0.47,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"144,299,187.50",NETFLIX INC,"144,299,187.50",438.10,Communication,"329,375.00",NFLX,,0.47,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"138,284,458.95",ABBOTT LABORATORIES,"138,284,458.95",106.35,Health Care,"1,300,277.00",ABT,,0.45,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"136,265,733.60",ADVANCED MICRO DEVICES INC,"136,265,733.60",113.17,Information Technology,"1,204,080.00",AMD,,0.45,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"134,121,819.01",LINDE PLC,"134,121,819.01",364.51,Materials,"367,951.00",LIN,,0.44,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"130,903,989.09",ORACLE CORP,"130,903,989.09",114.61,Information Technology,"1,142,169.00",ORCL,,0.43,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"128,499,205.14",COMCAST CORP CLASS A,"128,499,205.14",41.43,Communication,"3,101,598.00",CMCSA,,0.42,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"121,766,895.36",WALT DISNEY,"121,766,895.36",88.64,Communication,"1,373,724.00",DIS,,0.4,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"121,245,978.49",WELLS FARGO,"121,245,978.49",42.77,Financials,"2,834,837.00",WFC,,0.4,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"118,265,382.00",TEXAS INSTRUMENT INC,"118,265,382.00",173.70,Information Technology,"680,860.00",TXN,,0.39,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"115,062,505.88",DANAHER CORP,"115,062,505.88",233.08,Health Care,"493,661.00",DHR,,0.38,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"113,722,995.40",PHILIP MORRIS INTERNATIONAL INC,"113,722,995.40",97.70,Consumer Staples,"1,164,002.00",PM,,0.37,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"113,317,811.50",VERIZON COMMUNICATIONS INC,"113,317,811.50",35.90,Communication,"3,156,485.00",VZ,,0.37,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"109,399,711.30",NEXTERA ENERGY INC,"109,399,711.30",72.05,Utilities,"1,518,386.00",NEE,,0.36,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"106,978,071.04",RAYTHEON TECHNOLOGIES CORP,"106,978,071.04",97.42,Industrials,"1,098,112.00",RTX,,0.35,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"101,700,124.70",HONEYWELL INTERNATIONAL INC,"101,700,124.70",203.26,Industrials,"500,345.00",HON,,0.33,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"99,926,221.85",INTEL CORPORATION CORP,"99,926,221.85",31.85,Information Technology,"3,137,401.00",INTC,,0.33,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"99,540,533.88",LOWES COMPANIES INC,"99,540,533.88",221.94,Consumer Discretionary,"448,502.00",LOW,,0.33,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"98,979,795.25",BRISTOL MYERS SQUIBB,"98,979,795.25",62.65,Health Care,"1,579,885.00",BMY,,0.32,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"97,638,801.12",UNITED PARCEL SERVICE INC CLASS B,"97,638,801.12",179.76,Industrials,"543,162.00",UPS,,0.32,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"97,214,530.60",QUALCOMM INC,"97,214,530.60",115.94,Information Technology,"838,490.00",QCOM,,0.32,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"94,970,718.18",CATERPILLAR INC,"94,970,718.18",245.18,Industrials,"387,351.00",CAT,,0.31,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"94,820,440.00",S&P GLOBAL INC,"94,820,440.00",393.25,Financials,"241,120.00",SPGI,,0.31,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"94,082,480.01",CONOCOPHILLIPS,"94,082,480.01",103.23,Energy,"911,387.00",COP,,0.31,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"93,169,231.98",NIKE INC CLASS B,"93,169,231.98",104.46,Consumer Discretionary,"891,913.00",NKE,,0.3,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"92,727,681.44",UNION PACIFIC CORP,"92,727,681.44",202.82,Industrials,"457,192.00",UNP,,0.3,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"91,834,579.19",INTUIT INC,"91,834,579.19",448.19,Information Technology,"204,901.00",INTU,,0.3,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"90,015,425.76",INTERNATIONAL BUSINESS MACHINES CO,"90,015,425.76",132.08,Information Technology,"681,522.00",IBM,,0.29,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"88,795,028.70",BOEING,"88,795,028.70",212.10,Industrials,"418,647.00",BA,,0.29,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"88,407,266.82",APPLIED MATERIAL INC,"88,407,266.82",139.57,Information Technology,"633,426.00",AMAT,,0.29,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"88,040,616.66",GENERAL ELECTRIC,"88,040,616.66",108.27,Industrials,"813,158.00",GE,,0.29,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"87,870,406.05",AMGEN INC,"87,870,406.05",218.65,Health Care,"401,877.00",AMGN,,0.29,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"86,982,839.82",INTUITIVE SURGICAL INC,"86,982,839.82",331.29,Health Care,"262,558.00",ISRG,,0.28,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"85,567,568.94",MEDTRONIC PLC,"85,567,568.94",85.89,Health Care,"996,246.00",MDT,,0.28,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"84,599,857.22",SERVICENOW INC,"84,599,857.22",552.98,Information Technology,"152,989.00",NOW,,0.28,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"84,528,944.83",PROLOGIS REIT INC,"84,528,944.83",121.99,Real Estate,"692,917.00",PLD,,0.28,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"83,823,826.80",AT&T INC,"83,823,826.80",15.61,Communication,"5,369,880.00",T,,0.27,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"83,036,603.36",DEERE,"83,036,603.36",405.28,Industrials,"204,887.00",DE,,0.27,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"81,278,662.60",STARBUCKS CORP,"81,278,662.60",96.05,Consumer Discretionary,"846,212.00",SBUX,,0.27,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"78,404,415.99",STRYKER CORP,"78,404,415.99",294.27,Health Care,"266,437.00",SYK,,0.26,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"77,801,803.10",LOCKHEED MARTIN CORP,"77,801,803.10",458.71,Industrials,"169,610.00",LMT,,0.25,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"76,385,237.80",BLACKROCK INC,"76,385,237.80",684.10,Financials,"111,658.00",BLK,,0.25,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"76,349,037.60",ELEVANCE HEALTH INC,"76,349,037.60",429.40,Health Care,"177,804.00",ELV,,0.25,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"76,320,306.52",GOLDMAN SACHS GROUP INC,"76,320,306.52",315.17,Financials,"242,156.00",GS,,0.25,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"75,348,410.40",AMERICAN EXPRESS,"75,348,410.40",169.80,Financials,"443,748.00",AXP,,0.25,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"75,170,630.24",MORGAN STANLEY,"75,170,630.24",83.36,Financials,"901,759.00",MS,,0.25,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"73,436,688.00",MONDELEZ INTERNATIONAL INC CLASS A,"73,436,688.00",72.00,Consumer Staples,"1,019,954.00",MDLZ,,0.24,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"73,379,931.48",BOOKING HOLDINGS INC,"73,379,931.48","2,636.91",Consumer Discretionary,"27,828.00",BKNG,,0.24,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"71,439,402.60",TJX INC,"71,439,402.60",82.70,Consumer Discretionary,"863,838.00",TJX,,0.23,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"70,263,436.77",ANALOG DEVICES INC,"70,263,436.77",185.31,Information Technology,"379,167.00",ADI,,0.23,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"69,765,847.62",GILEAD SCIENCES INC,"69,765,847.62",74.42,Health Care,"937,461.00",GILD,,0.23,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"68,302,607.70",MARSH & MCLENNAN INC,"68,302,607.70",183.99,Financials,"371,230.00",MMC,,0.22,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"68,295,055.30",AMERICAN TOWER REIT CORP,"68,295,055.30",195.55,Real Estate,"349,246.00",AMT,,0.22,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"67,852,054.30",AUTOMATIC DATA PROCESSING INC,"67,852,054.30",218.74,Industrials,"310,195.00",ADP,,0.22,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"66,846,174.12",CITIGROUP INC,"66,846,174.12",45.74,Financials,"1,461,438.00",C,,0.22,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"66,634,089.46",CVS HEALTH CORP,"66,634,089.46",69.17,Health Care,"963,338.00",CVS,,0.22,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"65,406,379.26",VERTEX PHARMACEUTICALS INC,"65,406,379.26",338.18,Health Care,"193,407.00",VRTX,,0.21,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"63,129,524.49",CHARLES SCHWAB CORP,"63,129,524.49",56.79,Financials,"1,111,631.00",SCHW,,0.21,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"62,417,658.38",UBER TECHNOLOGIES INC,"62,417,658.38",42.91,Industrials,"1,454,618.00",UBER,,0.2,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"62,168,225.79",LAM RESEARCH CORP,"62,168,225.79",617.87,Information Technology,"100,617.00",LRCX,,0.2,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"61,597,566.80",ALTRIA GROUP INC,"61,597,566.80",45.98,Consumer Staples,"1,339,660.00",MO,,0.2,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"60,681,797.76",CIGNA,"60,681,797.76",277.12,Health Care,"218,973.00",CI,,0.2,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"59,275,635.88",EATON PLC,"59,275,635.88",198.46,Industrials,"298,678.00",ETN,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"59,210,350.32",CHUBB LTD,"59,210,350.32",191.53,Financials,"309,144.00",CB,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"58,022,483.86",ZOETIS INC CLASS A,"58,022,483.86",167.14,Health Care,"347,149.00",ZTS,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"57,941,433.20",FISERV INC,"57,941,433.20",125.20,Financials,"462,791.00",FI,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"57,839,423.04",SOUTHERN,"57,839,423.04",70.68,Utilities,"818,328.00",SO,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"57,673,412.58",PROGRESSIVE CORP,"57,673,412.58",131.26,Financials,"439,383.00",PGR,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"57,061,612.85",SCHLUMBERGER NV,"57,061,612.85",53.35,Energy,"1,069,571.00",SLB,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"56,611,236.11",T MOBILE US INC,"56,611,236.11",138.97,Communication,"407,363.00",TMUS,,0.19,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"56,446,433.07",PAYPAL HOLDINGS INC,"56,446,433.07",66.79,Financials,"845,133.00",PYPL,,0.18,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"56,364,070.77",BOSTON SCIENTIFIC CORP,"56,364,070.77",52.29,Health Care,"1,077,913.00",BSX,,0.18,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"55,453,609.26",ILLINOIS TOOL INC,"55,453,609.26",243.81,Industrials,"227,446.00",ITW,,0.18,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"55,359,638.46",PALO ALTO NETWORKS INC,"55,359,638.46",247.59,Information Technology,"223,594.00",PANW,,0.18,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"54,608,602.92",BECTON DICKINSON,"54,608,602.92",256.92,Health Care,"212,551.00",BDX,,0.18,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"54,069,423.10",EQUINIX REIT INC,"54,069,423.10",772.31,Real Estate,"70,010.00",EQIX,,0.18,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"54,033,258.40",REGENERON PHARMACEUTICALS INC,"54,033,258.40",692.45,Health Care,"78,032.00",REGN,,0.18,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"52,014,264.09",DUKE ENERGY CORP,"52,014,264.09",89.77,Utilities,"579,417.00",DUK,,0.17,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"51,851,859.93",WASTE MANAGEMENT INC,"51,851,859.93",170.01,Industrials,"304,993.00",WM,,0.17,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"51,360,051.40",EOG RESOURCES INC,"51,360,051.40",116.20,Energy,"441,997.00",EOG,,0.17,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"50,856,205.84",AON PLC CLASS A,"50,856,205.84",335.41,Financials,"151,624.00",AON,,0.17,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"50,698,251.00",CSX CORP,"50,698,251.00",33.30,Industrials,"1,522,470.00",CSX,,0.17,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"49,806,143.90",MICRON TECHNOLOGY INC,"49,806,143.90",60.65,Information Technology,"821,206.00",MU,,0.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"49,133,419.38",SYNOPSYS INC,"49,133,419.38",431.29,Information Technology,"113,922.00",SNPS,,0.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"49,116,492.75",CME GROUP INC CLASS A,"49,116,492.75",181.95,Financials,"269,945.00",CME,,0.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"48,626,547.97",BLACKSTONE INC,"48,626,547.97",91.91,Financials,"529,067.00",BX,,0.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"48,572,769.75",NORTHROP GRUMMAN CORP,"48,572,769.75",452.45,Industrials,"107,355.00",NOC,,0.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"48,326,648.25",ACTIVISION BLIZZARD INC,"48,326,648.25",82.43,Communication,"586,275.00",ATVI,,0.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"47,805,328.08",AIR PRODUCTS AND CHEMICALS INC,"47,805,328.08",286.84,Materials,"166,662.00",APD,,0.16,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"46,898,981.21",KLA CORP,"46,898,981.21",455.83,Information Technology,"102,887.00",KLAC,,0.15,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"46,720,724.88",INTERCONTINENTAL EXCHANGE INC,"46,720,724.88",112.29,Financials,"416,072.00",ICE,,0.15,2023-07-07,iShares Russell 1000 ETF,iwb
