Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Type,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,205,518.82",FNB CORP,"3,205,518.82",11.71,Financials,"273,742.00",FNB,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,189,542.16",FOX CORP CLASS B,"3,189,542.16",31.92,Communication,"99,923.00",FOX,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,172,552.15",CRANE,"3,172,552.15",87.17,Industrials,"36,395.00",CR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,171,088.44",NOVOCURE LTD,"3,171,088.44",41.08,Health Care,"77,193.00",NVCR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,151,100.84",ADVANCE AUTO PARTS INC,"3,151,100.84",69.38,Consumer Discretionary,"45,418.00",AAP,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,128,034.54",AXIS CAPITAL HOLDINGS LTD,"3,128,034.54",53.94,Financials,"57,991.00",AXS,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,116,395.63",STERICYCLE INC,"3,116,395.63",45.59,Industrials,"68,357.00",SRCL,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,103,173.12",RYAN SPECIALTY HOLDINGS INC CLASS,"3,103,173.12",45.12,Financials,"68,776.00",RYAN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,Canada,USD,"3,086,531.21",BROOKFIELD RENEWABLE SUBORDINATE V,"3,086,531.21",31.19,Utilities,"98,959.00",BEPC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,076,544.03",RYDER SYSTEM INC,"3,076,544.03",84.91,Industrials,"36,233.00",R,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,064,557.60",HANOVER INSURANCE GROUP INC,"3,064,557.60",113.10,Financials,"27,096.00",THG,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,065,144.04",U HAUL NON VOTING SERIES N,"3,065,144.04",50.47,Industrials,"60,732.00",UHALB,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"3,051,643.14",OLLIES BARGAIN OUTLET HOLDINGS INC,"3,051,643.14",64.26,Consumer Discretionary,"47,489.00",OLLI,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,049,487.36",MANPOWER INC,"3,049,487.36",79.36,Industrials,"38,426.00",MAN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,028,793.30",SILGAN HOLDINGS INC,"3,028,793.30",47.02,Materials,"64,415.00",SLGN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"3,020,321.70",WESTERN ALLIANCE,"3,020,321.70",37.62,Financials,"80,285.00",WAL,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,985,296.72",LEGGETT & PLATT INC,"2,985,296.72",28.88,Consumer Discretionary,"103,369.00",LEG,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,972,701.12",IPG PHOTONICS CORP,"2,972,701.12",132.32,Information Technology,"22,466.00",IPGP,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,962,998.45",WESTLAKE CORP,"2,962,998.45",120.55,Materials,"24,579.00",WLK,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,949,296.64",TD SYNNEX CORP,"2,949,296.64",94.72,Information Technology,"31,137.00",SNX,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,947,120.80",SLM CORP,"2,947,120.80",16.01,Financials,"184,080.00",SLM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,941,274.64",HAWAIIAN ELECTRIC INDUSTRIES INC,"2,941,274.64",36.24,Utilities,"81,161.00",HE,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,928,613.00",ANTERO MIDSTREAM CORP,"2,928,613.00",11.50,Energy,"254,662.00",AM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,918,807.71",PENN ENTERTAINMENT INC,"2,918,807.71",24.73,Consumer Discretionary,"118,027.00",PENN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,914,134.86",CABLE ONE INC,"2,914,134.86",653.54,Communication,"4,459.00",CABO,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,821,936.52",WENDYS,"2,821,936.52",21.32,Consumer Discretionary,"132,361.00",WEN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,818,659.64",DOXIMITY INC CLASS A,"2,818,659.64",32.42,Health Care,"86,942.00",DOCS,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,809,924.82",ESAB CORP,"2,809,924.82",65.74,Industrials,"42,743.00",ESAB,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,786,096.00",LUMENTUM HOLDINGS INC,"2,786,096.00",54.40,Information Technology,"51,215.00",LITE,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,757,095.88",MADISON SQUARE GARDEN SPORTS CORP,"2,757,095.88",192.36,Communication,"14,333.00",MSGS,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,749,262.78",KILROY REALTY REIT CORP,"2,749,262.78",31.79,Real Estate,"86,482.00",KRC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,746,737.66",CHOICE HOTELS INTERNATIONAL INC,"2,746,737.66",117.82,Consumer Discretionary,"23,313.00",CHH,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,736,808.96",JANUS HENDERSON GROUP PLC,"2,736,808.96",26.66,Financials,"102,656.00",JHG,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,718,183.60",SHIFT4 PAYMENTS INC CLASS A,"2,718,183.60",66.16,Financials,"41,085.00",FOUR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,704,563.10",TELADOC HEALTH INC,"2,704,563.10",22.57,Health Care,"119,830.00",TDOC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,683,894.65",COUSINS PROPERTIES REIT INC,"2,683,894.65",23.19,Real Estate,"115,735.00",CUZ,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,672,707.56",AZEK COMPANY INC CLASS A,"2,672,707.56",28.59,Industrials,"93,484.00",AZEK,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,631,249.60",SUNRUN INC,"2,631,249.60",16.80,Industrials,"156,622.00",RUN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,618,064.90",CONCENTRIX CORP,"2,618,064.90",82.90,Industrials,"31,581.00",CNXC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,611,254.10",LAZARD LTD CLASS A,"2,611,254.10",31.85,Financials,"81,986.00",LAZ,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,611,860.16",NEW RELIC INC,"2,611,860.16",66.82,Information Technology,"39,088.00",NEWR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,600,694.16",EPR PROPERTIES REIT,"2,600,694.16",47.12,Real Estate,"55,193.00",EPR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,590,877.68",PENSKE AUTOMOTIVE GROUP VOTING INC,"2,590,877.68",172.22,Consumer Discretionary,"15,044.00",PAG,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,580,344.34",CREDIT ACCEPTANCE CORP,"2,580,344.34",511.77,Financials,"5,042.00",CACC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,581,995.18",WHITE MOUNTAINS INSURANCE GROUP LT,"2,581,995.18","1,397.94",Financials,"1,847.00",WTM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,532,180.99",NEWELL BRANDS INC,"2,532,180.99",8.87,Consumer Discretionary,"285,477.00",NWL,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,528,567.49",ICU MEDICAL INC,"2,528,567.49",170.93,Health Care,"14,793.00",ICUI,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,505,757.68",ASSURED GUARANTY LTD,"2,505,757.68",56.52,Financials,"44,334.00",AGO,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,498,398.46",WESTERN UNION,"2,498,398.46",11.54,Financials,"216,499.00",WU,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,499,519.28",BROWN FORMAN CORP CLASS A,"2,499,519.28",67.28,Consumer Staples,"37,151.00",BFA,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,479,425.50",VORNADO REALTY TRUST REIT,"2,479,425.50",18.50,Real Estate,"134,023.00",VNO,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,471,145.72",ARMSTRONG WORLD INDUSTRIES INC,"2,471,145.72",72.44,Industrials,"34,113.00",AWI,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,468,396.70",YETI HOLDINGS INC,"2,468,396.70",38.30,Consumer Discretionary,"64,449.00",YETI,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,464,485.40",NCR CORP,"2,464,485.40",25.01,Information Technology,"98,540.00",NCR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,440,197.36",ENOVIS CORP,"2,440,197.36",64.28,Health Care,"37,962.00",ENOV,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,437,720.32",PREMIER INC CLASS A,"2,437,720.32",26.88,Health Care,"90,689.00",PINC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,409,172.17",GRAND CANYON EDUCATION INC,"2,409,172.17",102.47,Consumer Discretionary,"23,511.00",LOPE,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,390,682.80",VIASAT INC,"2,390,682.80",42.16,Information Technology,"56,705.00",VSAT,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,382,687.52",SPIRIT AEROSYSTEMS INC CLASS A,"2,382,687.52",29.06,Industrials,"81,992.00",SPR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,371,276.00",SPECTRUM BRANDS HOLDINGS INC,"2,371,276.00",77.90,Consumer Staples,"30,440.00",SPB,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,363,407.20",BRIGHTHOUSE FINANCIAL INC,"2,363,407.20",48.51,Financials,"48,720.00",BHF,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,340,754.00",AZENTA INC,"2,340,754.00",45.70,Health Care,"51,220.00",AZTA,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,336,183.25",SIRIUS XM HOLDINGS INC,"2,336,183.25",4.45,Communication,"524,985.00",SIRI,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,322,226.56",LYFT INC CLASS A,"2,322,226.56",10.11,Industrials,"229,696.00",LYFT,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,289,422.53",TRAVEL LEISURE,"2,289,422.53",41.17,Consumer Discretionary,"55,609.00",TNL,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,276,647.56",FRESHPET INC,"2,276,647.56",65.67,Consumer Staples,"34,668.00",FRPT,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,271,128.77",KEMPER CORP,"2,271,128.77",48.11,Financials,"47,207.00",KMPR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,270,227.05",AFFIRM HOLDINGS INC CLASS A,"2,270,227.05",13.65,Financials,"166,317.00",AFRM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,260,333.35",ULTRAGENYX PHARMACEUTICAL INC,"2,260,333.35",44.55,Health Care,"50,737.00",RARE,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,233,404.69",PARK HOTELS RESORTS INC,"2,233,404.69",13.31,Real Estate,"167,799.00",PK,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,222,903.96",NATIONAL STORAGE AFFILIATES TRUST,"2,222,903.96",35.24,Real Estate,"63,079.00",NSA,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,217,517.83",INTEGRA LIFESCIENCES HOLDINGS CORP,"2,217,517.83",40.23,Health Care,"55,121.00",IART,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,211,119.50",GROCERY OUTLET HOLDING CORP,"2,211,119.50",31.61,Consumer Staples,"69,950.00",GO,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,197,272.44",BOSTON BEER INC CLASS A,"2,197,272.44",312.29,Consumer Staples,"7,036.00",SAM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,171,142.71",AMEDISYS INC,"2,171,142.71",91.19,Health Care,"23,809.00",AMED,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,Canada,USD,"2,172,021.53",SSR MINING INC,"2,172,021.53",13.79,Materials,"157,507.00",SSRM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,165,127.90",DUN BRADST HLDG INC,"2,165,127.90",11.59,Industrials,"186,810.00",DNB,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,141,034.36",ALLEGRO MICROSYSTEMS INC,"2,141,034.36",43.98,Information Technology,"48,682.00",ALGM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"2,141,244.54",FORTREA HOLDINGS INC,"2,141,244.54",32.22,Health Care,"66,457.00",FTRE,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,133,997.15",SENTINELONE INC CLASS A,"2,133,997.15",14.29,Information Technology,"149,335.00",S,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,132,617.35",RINGCENTRAL INC CLASS A,"2,132,617.35",33.05,Information Technology,"64,527.00",RNG,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,100,312.09",KYNDRYL HOLDINGS INC,"2,100,312.09",13.17,Information Technology,"159,477.00",KD,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,049,766.40",CRANE NXT,"2,049,766.40",56.32,Industrials,"36,395.00",CXT,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,035,880.55",GINKGO BIOWORKS HOLDINGS INC CLASS,"2,035,880.55",1.77,Materials,"1,150,215.00",DNA,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,033,602.58",HIGHWOODS PROPERTIES REIT INC,"2,033,602.58",24.91,Real Estate,"81,638.00",HIW,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"2,008,558.44",KOHLS CORP,"2,008,558.44",24.21,Consumer Discretionary,"82,964.00",KSS,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,992,668.88",CARTERS INC,"1,992,668.88",71.34,Consumer Discretionary,"27,932.00",CRI,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,983,746.20",R1 RCM INC,"1,983,746.20",17.32,Health Care,"114,535.00",RCM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,974,132.00",ROIVANT SCIENCES LTD,"1,974,132.00",10.80,Health Care,"182,790.00",ROIV,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,970,987.04",SCOTTS MIRACLE GRO,"1,970,987.04",65.49,Materials,"30,096.00",SMG,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,968,068.88",COLUMBIA SPORTSWEAR,"1,968,068.88",75.12,Consumer Discretionary,"26,199.00",COLM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,965,685.68",CORE & MAIN INC CLASS A,"1,965,685.68",30.48,Industrials,"64,491.00",CNM,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,963,916.68",HOWARD HUGHES CORP,"1,963,916.68",78.98,Real Estate,"24,866.00",HHC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,950,454.87",MP MATERIALS CORP CLASS A,"1,950,454.87",25.01,Materials,"77,987.00",MP,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,948,251.39",ZILLOW GROUP INC CLASS A,"1,948,251.39",46.61,Real Estate,"41,799.00",ZG,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,941,319.20",PELOTON INTERACTIVE CLASS A INC,"1,941,319.20",8.07,Consumer Discretionary,"240,560.00",PTON,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,929,165.92",ALTERYX INC CLASS A,"1,929,165.92",43.67,Information Technology,"44,176.00",AYX,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,925,615.20",AVANGRID INC,"1,925,615.20",36.56,Utilities,"52,670.00",AGR,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,883,838.00",HERTZ GLOBAL HLDGS INC,"1,883,838.00",18.70,Industrials,"100,740.00",HTZ,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,875,800.04",LIBERTY MEDIA LIBERTY SIRIUSXM COR,"1,875,800.04",33.64,Communication,"55,761.00",LSXMA,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,834,783.55",BOK FINANCIAL CORP,"1,834,783.55",83.35,Financials,"22,013.00",BOKF,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,810,313.08",QUANTUMSCAPE CORP CLASS A,"1,810,313.08",8.78,Consumer Discretionary,"206,186.00",QS,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,791,693.40",GITLAB INC CLASS A,"1,791,693.40",48.94,Information Technology,"36,610.00",GTLB,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,791,737.68",NEWMARKET CORP,"1,791,737.68",422.48,Materials,"4,241.00",NEU,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,771,718.67",HASHICORP INC CLASS A,"1,771,718.67",25.47,Information Technology,"69,561.00",HCP,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,771,795.71",FIRST HAWAIIAN INC,"1,771,795.71",18.51,Financials,"95,721.00",FHB,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,735,694.07",NEWS CORP CLASS B,"1,735,694.07",19.91,Communication,"87,177.00",NWS,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,695,487.32",CLEARWAY ENERGY INC CLASS C,"1,695,487.32",27.63,Utilities,"61,364.00",CWEN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,642,014.20",PEGASYSTEMS INC,"1,642,014.20",52.60,Information Technology,"31,217.00",PEGA,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,620,449.01",CHARGEPOINT HOLDINGS INC CLASS A,"1,620,449.01",8.67,Industrials,"186,903.00",CHPT,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,612,686.60",AMC ENTERTAINMENT HOLDINGS INC CLA,"1,612,686.60",4.20,Communication,"383,973.00",AMC,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,601,761.50",CCC INTELLIGENT SOLUTIONS HOLDINGS,"1,601,761.50",10.62,Information Technology,"150,825.00",CCCS,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,597,064.48",NORDSTROM INC,"1,597,064.48",19.36,Consumer Discretionary,"82,493.00",JWN,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,578,772.24",NCINO INC,"1,578,772.24",30.34,Information Technology,"52,036.00",NCNO,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,573,114.95",CERTARA INC,"1,573,114.95",18.15,Health Care,"86,673.00",CERT,,0.01,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,424,030.44",SOTERA HEALTH COMPANY,"1,424,030.44",17.96,Health Care,"79,289.00",SHC,,0.0,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,408,990.32",TPG INC CLASS A,"1,408,990.32",29.31,Financials,"48,072.00",TPG,,0.0,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,348,081.28",DISH NETWORK CORP CLASS A,"1,348,081.28",7.28,Communication,"185,176.00",DISH,,0.0,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"1,321,682.67",GAP INC,"1,321,682.67",8.91,Consumer Discretionary,"148,337.00",GPS,,0.0,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,268,425.76",TRIPADVISOR INC,"1,268,425.76",16.66,Communication,"76,136.00",TRIP,,0.0,2023-07-07,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"1,256,528.70",DRIVEN BRANDS HOLDINGS INC,"1,256,528.70",26.70,Industrials,"47,061.00",DRVN,,0.0,2023-07-07,iShares Russell 1000 ETF,iwb
