Accrual Date,Asset Class,Currency,Exchange,FX Rate,Location,Market Currency,Market Value,Name,Notional Value,Price,Sector,Shares,Ticker,Type,Weight (%),as_of_date,etf_name,etf_ticker
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,210,885.20",DUPONT DE NEMOURS INC,"25,210,885.20",73.20,Materials,"344,411.00",DD,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"25,206,453.09",VMWARE CLASS A INC,"25,206,453.09",157.17,Information Technology,"160,377.00",VMW,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,933,662.49",FERGUSON PLC,"24,933,662.49",162.03,Industrials,"153,883.00",FERG,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,432,164.41",DEVON ENERGY CORP,"24,432,164.41",51.11,Energy,"478,031.00",DVN,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,297,643.20",LENNAR A CORP,"24,297,643.20",130.08,Consumer Discretionary,"186,790.00",LEN,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,267,207.15",CONSOLIDATED EDISON INC,"24,267,207.15",93.77,Utilities,"258,795.00",ED,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"24,238,814.60",PG&E CORP,"24,238,814.60",18.04,Utilities,"1,343,615.00",PCG,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"24,145,581.60",FASTENAL,"24,145,581.60",56.70,Industrials,"425,848.00",FAST,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"24,114,545.40",VERISK ANALYTICS INC,"24,114,545.40",226.60,Industrials,"106,419.00",VRSK,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Cash,USD,-,1.0,United States,USD,"23,989,664.31",USD CASH,"23,989,664.31",100.00,Cash and/or Derivatives,"23,989,664.00",USD,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,774,721.92",PUBLIC SERVICE ENTERPRISE GROUP IN,"23,774,721.92",64.04,Utilities,"371,248.00",PEG,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"23,775,230.60",GE HEALTHCARE TECHNOLOGIES INC,"23,775,230.60",81.40,Health Care,"292,079.00",GEHC,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,722,616.44",RESMED INC,"23,722,616.44",218.69,Health Care,"108,476.00",RMD,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"23,667,599.25",CROWDSTRIKE HOLDINGS INC CLASS A,"23,667,599.25",150.75,Information Technology,"156,999.00",CRWD,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,608,999.26",VICI PPTYS INC,"23,608,999.26",31.37,Real Estate,"752,598.00",VICI,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,456,029.38",UNITED RENTALS INC,"23,456,029.38",458.43,Industrials,"51,166.00",URI,,0.08,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,385,277.80",PALANTIR TECHNOLOGIES INC CLASS A,"23,385,277.80",16.74,Information Technology,"1,396,970.00",PLTR,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"23,224,063.17",CONSTELLATION ENERGY CORP,"23,224,063.17",95.27,Utilities,"243,771.00",CEG,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"23,121,448.00",DOLLAR TREE INC,"23,121,448.00",148.00,Consumer Staples,"156,226.00",DLTR,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,057,847.60",AMERISOURCEBERGEN CORP,"23,057,847.60",191.28,Health Care,"120,545.00",ABC,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,014,537.00",KROGER,"23,014,537.00",47.00,Consumer Staples,"489,671.00",KR,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"23,007,133.60",REPUBLIC SERVICES INC,"23,007,133.60",149.60,Industrials,"153,791.00",RSG,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,924,273.32",DELTA AIR LINES INC,"22,924,273.32",47.71,Industrials,"480,492.00",DAL,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,802,008.03",APTIV PLC,"22,802,008.03",112.37,Consumer Discretionary,"202,919.00",APTV,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,622,631.68",DISCOVER FINANCIAL SERVICES,"22,622,631.68",119.68,Financials,"189,026.00",DFS,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,559,717.29",ZIMMER BIOMET HOLDINGS INC,"22,559,717.29",143.11,Health Care,"157,639.00",ZBH,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,548,241.10",ANSYS INC,"22,548,241.10",347.27,Information Technology,"64,930.00",ANSS,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,545,417.50",VEEVA SYSTEMS INC CLASS A,"22,545,417.50",208.75,Health Care,"108,002.00",VEEV,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,401,876.95",KEURIG DR PEPPER INC,"22,401,876.95",31.51,Consumer Staples,"710,945.00",KDP,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,373,540.31",KEYSIGHT TECHNOLOGIES INC,"22,373,540.31",169.07,Information Technology,"132,333.00",KEYS,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,283,450.64",ILLUMINA INC,"22,283,450.64",188.83,Health Care,"118,008.00",ILMN,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"22,236,543.50",DATADOG INC CLASS A,"22,236,543.50",109.19,Information Technology,"203,650.00",DDOG,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,136,539.52",VULCAN MATERIALS,"22,136,539.52",223.36,Materials,"99,107.00",VMC,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"22,018,814.27",GLOBAL PAYMENTS INC,"22,018,814.27",112.33,Financials,"196,019.00",GPN,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,806,820.72",ONEOK INC,"21,806,820.72",65.32,Energy,"333,846.00",OKE,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,695,731.20",WEC ENERGY GROUP INC,"21,695,731.20",91.52,Utilities,"237,060.00",WEC,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,626,164.68",HP INC,"21,626,164.68",33.56,Information Technology,"644,403.00",HPQ,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,571,629.31",METTLER TOLEDO INC,"21,571,629.31","1,327.73",Health Care,"16,247.00",MTD,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"21,526,168.90",WARNER BROS. DISCOVERY INC SERIES,"21,526,168.90",13.10,Communication,"1,643,219.00",WBD,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"21,354,490.08",KRAFT HEINZ,"21,354,490.08",35.64,Consumer Staples,"599,172.00",KHC,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,324,590.12",WEST PHARMACEUTICAL SERVICES INC,"21,324,590.12",383.66,Health Care,"55,582.00",WST,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,292,423.75",EQUIFAX INC,"21,292,423.75",233.15,Industrials,"91,325.00",EFX,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,215,000.95",ALBEMARLE CORP,"21,215,000.95",241.67,Materials,"87,785.00",ALB,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,211,846.20",AMERICAN WATER WORKS INC,"21,211,846.20",145.45,Utilities,"145,836.00",AWK,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,171,072.33",QUANTA SERVICES INC,"21,171,072.33",198.27,Industrials,"106,779.00",PWR,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"21,081,622.86",MARTIN MARIETTA MATERIALS INC,"21,081,622.86",454.13,Materials,"46,422.00",MLM,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"20,924,455.68",ALIGN TECHNOLOGY INC,"20,924,455.68",367.56,Health Care,"56,928.00",ALGN,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"20,762,383.13",GARTNER INC,"20,762,383.13",361.33,Information Technology,"57,461.00",IT,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"20,605,920.85",SEAGEN INC,"20,605,920.85",197.15,Health Care,"104,519.00",SGEN,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"20,468,581.65",ALLSTATE CORP,"20,468,581.65",104.83,Financials,"195,255.00",ALL,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"20,424,164.88",AVALONBAY COMMUNITIES REIT INC,"20,424,164.88",195.72,Real Estate,"104,354.00",AVB,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"20,399,507.50",CBRE GROUP INC CLASS A,"20,399,507.50",88.30,Real Estate,"231,025.00",CBRE,,0.07,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"20,318,250.24",CORNING INC,"20,318,250.24",35.82,Information Technology,"567,232.00",GLW,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"20,293,398.56",ARCH CAPITAL GROUP LTD,"20,293,398.56",76.88,Financials,"263,962.00",ACGL,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"20,125,090.88",INGERSOLL RAND INC,"20,125,090.88",66.68,Industrials,"301,816.00",IR,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"20,045,929.20",EDISON INTERNATIONAL,"20,045,929.20",70.95,Utilities,"282,536.00",EIX,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"19,910,940.16",MONGODB INC CLASS A,"19,910,940.16",407.21,Information Technology,"48,896.00",MDB,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"19,853,920.04",FORTIVE CORP,"19,853,920.04",74.86,Industrials,"265,214.00",FTV,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"19,537,505.85",SBA COMMUNICATIONS REIT CORP CLASS,"19,537,505.85",243.85,Real Estate,"80,121.00",SBAC,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"19,512,267.25",XYLEM INC,"19,512,267.25",110.75,Industrials,"176,183.00",XYL,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"19,511,667.56",MONOLITHIC POWER SYSTEMS INC,"19,511,667.56",576.62,Information Technology,"33,838.00",MPWR,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"19,496,375.47",T ROWE PRICE GROUP INC,"19,496,375.47",118.69,Financials,"164,263.00",TROW,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"19,440,884.28",ATLASSIAN CORP CLASS A,"19,440,884.28",177.96,Information Technology,"109,243.00",TEAM,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"19,278,864.48",STATE STREET CORP,"19,278,864.48",77.46,Financials,"248,888.00",STT,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"19,010,131.78",CDW CORP,"19,010,131.78",188.18,Information Technology,"101,021.00",CDW,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"18,886,537.12",EVERSOURCE ENERGY,"18,886,537.12",73.04,Utilities,"258,578.00",ES,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"18,846,369.42",EQUITY RESIDENTIAL REIT,"18,846,369.42",68.02,Real Estate,"277,071.00",EQR,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"18,847,385.00",WEYERHAEUSER REIT,"18,847,385.00",34.15,Real Estate,"551,900.00",WY,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"18,769,003.36",HUBSPOT INC,"18,769,003.36",550.96,Information Technology,"34,066.00",HUBS,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"18,736,982.82",DIAMONDBACK ENERGY INC,"18,736,982.82",139.41,Energy,"134,402.00",FANG,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"18,739,167.23",DOORDASH INC CLASS A,"18,739,167.23",83.29,Consumer Discretionary,"224,987.00",DASH,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"18,699,669.72",ALNYLAM PHARMACEUTICALS INC,"18,699,669.72",203.88,Health Care,"91,719.00",ALNY,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"18,520,917.40",TAKE TWO INTERACTIVE SOFTWARE INC,"18,520,917.40",149.29,Communication,"124,060.00",TTWO,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"18,403,070.40",WILLIS TOWERS WATSON PLC,"18,403,070.40",231.66,Financials,"79,440.00",WTW,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"18,385,849.58",EBAY INC,"18,385,849.58",46.13,Consumer Discretionary,"398,566.00",EBAY,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"18,181,629.36",ENPHASE ENERGY INC,"18,181,629.36",182.64,Information Technology,"99,549.00",ENPH,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"18,006,611.58",CARDINAL HEALTH INC,"18,006,611.58",93.42,Health Care,"192,749.00",CAH,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"17,906,299.40",SPOTIFY TECHNOLOGY SA,"17,906,299.40",171.10,Communication,"104,654.00",SPOT,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"17,873,560.90",LYONDELLBASELL INDUSTRIES NV CLASS,"17,873,560.90",92.71,Materials,"192,790.00",LYB,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"17,822,314.08",ULTA BEAUTY INC,"17,822,314.08",472.59,Consumer Discretionary,"37,712.00",ULTA,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"17,766,419.06",CHURCH AND DWIGHT INC,"17,766,419.06",98.02,Consumer Staples,"181,253.00",CHD,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"17,670,553.92",TRACTOR SUPPLY,"17,670,553.92",216.36,Consumer Discretionary,"81,672.00",TSCO,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"17,563,402.88",BAXTER INTERNATIONAL INC,"17,563,402.88",46.72,Health Care,"375,929.00",BAX,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"17,427,725.49",DTE ENERGY,"17,427,725.49",113.43,Utilities,"153,643.00",DTE,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"17,325,593.10",ROYAL CARIBBEAN GROUP LTD,"17,325,593.10",99.27,Consumer Discretionary,"174,530.00",RCL,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"17,229,132.80",HORIZON THERAPEUTICS PUBLIC PLC,"17,229,132.80",103.70,Health Care,"166,144.00",HZNP,,0.06,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"17,111,364.50",GENUINE PARTS,"17,111,364.50",164.77,Consumer Discretionary,"103,850.00",GPC,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,986,918.62",STERIS,"16,986,918.62",228.74,Health Care,"74,263.00",STE,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,714,115.00",AMEREN CORP,"16,714,115.00",85.25,Utilities,"196,060.00",AEE,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,632,084.24",HEWLETT PACKARD ENTERPRISE,"16,632,084.24",17.32,Information Technology,"960,282.00",HPE,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,462,551.49",HARTFORD FINANCIAL SERVICES GROUP,"16,462,551.49",72.49,Financials,"227,101.00",HIG,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,440,255.18",M&T BANK CORP,"16,440,255.18",133.29,Financials,"123,342.00",MTB,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,411,831.36",SOUTHWEST AIRLINES,"16,411,831.36",37.04,Industrials,"443,084.00",LUV,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,211,394.50",INVITATION HOMES INC,"16,211,394.50",35.50,Real Estate,"456,659.00",INVH,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"16,166,108.90",FIRSTENERGY CORP,"16,166,108.90",39.85,Utilities,"405,674.00",FE,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"15,979,391.22",WALGREEN BOOTS ALLIANCE INC,"15,979,391.22",29.74,Consumer Staples,"537,303.00",WBA,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,909,473.89",MCCORMICK & CO NON-VOTING INC,"15,909,473.89",85.21,Consumer Staples,"186,709.00",MKC,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,688,912.96",DOVER CORP,"15,688,912.96",150.08,Industrials,"104,537.00",DOV,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,629,712.88",ENTERGY CORP,"15,629,712.88",99.02,Utilities,"157,844.00",ETR,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"15,561,216.45",FIRST SOLAR INC,"15,561,216.45",196.95,Information Technology,"79,011.00",FSLR,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,539,769.42",INTERNATIONAL FLAVORS & FRAGRANCES,"15,539,769.42",81.06,Materials,"191,707.00",IFF,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,353,421.76",RAYMOND JAMES INC,"15,353,421.76",105.92,Financials,"144,953.00",RJF,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,335,666.71",ALEXANDRIA REAL ESTATE EQUITIES RE,"15,335,666.71",118.93,Real Estate,"128,947.00",ARE,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,336,267.20",EXTRA SPACE STORAGE REIT INC,"15,336,267.20",154.45,Real Estate,"99,296.00",EXR,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,165,263.30",ROBLOX CORP CLASS A,"15,165,263.30",44.30,Communication,"342,331.00",RBLX,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"15,130,624.32",ICON PLC,"15,130,624.32",248.99,Health Care,"60,768.00",ICLR,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"15,124,675.72",DARDEN RESTAURANTS INC,"15,124,675.72",168.46,Consumer Discretionary,"89,782.00",DRI,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,946,995.14",LAS VEGAS SANDS CORP,"14,946,995.14",60.13,Consumer Discretionary,"248,578.00",LVS,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,933,505.60",WESTINGHOUSE AIR BRAKE TECHNOLOGIE,"14,933,505.60",112.32,Industrials,"132,955.00",WAB,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,933,511.30",COTERRA ENERGY INC,"14,933,511.30",26.45,Energy,"564,594.00",CTRA,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,866,227.45",PPL CORP,"14,866,227.45",26.85,Utilities,"553,677.00",PPL,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,793,046.00",FAIR ISAAC CORP,"14,793,046.00",810.80,Information Technology,"18,245.00",FICO,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,724,475.38",BROADRIDGE FINANCIAL SOLUTIONS INC,"14,724,475.38",167.94,Industrials,"87,677.00",BR,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"14,709,552.75",INSULET CORP,"14,709,552.75",285.75,Health Care,"51,477.00",PODD,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"14,605,510.90",VERISIGN INC,"14,605,510.90",216.41,Information Technology,"67,490.00",VRSN,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,515,376.82",CLOUDFLARE INC CLASS A,"14,515,376.82",67.62,Information Technology,"214,661.00",NET,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,502,069.50",COUPANG INC CLASS A,"14,502,069.50",17.75,Consumer Discretionary,"817,018.00",CPNG,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,NASDAQ,1.0,United States,USD,"14,466,134.70",PRINCIPAL FINANCIAL GROUP INC,"14,466,134.70",79.90,Financials,"181,053.00",PFG,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,389,819.00",VENTAS REIT INC,"14,389,819.00",48.52,Real Estate,"296,575.00",VTR,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,371,723.84",CENTERPOINT ENERGY INC,"14,371,723.84",30.43,Utilities,"472,288.00",CNP,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
-,Equity,USD,New York Stock Exchange Inc.,1.0,United States,USD,"14,363,193.68",TELEDYNE TECHNOLOGIES INC,"14,363,193.68",416.24,Information Technology,"34,507.00",TDY,,0.05,2023-07-13,iShares Russell 1000 ETF,iwb
